Organization : org4
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh>, <energy production in MWh>
202201140330, 189, 162
202201140345, 189, 152
202201140400, 191, 159
202201140415, 187, 152
202201140430, 199, 155
202201140445, 182, 165
202201140500, 194, 155
202201140515, 189, 174
202201140530, 184, 174
202201140545, 197, 172
202201140600, 200, 159
202201140615, 199, 166
202201140630, 172, 150
202201140645, 190, 162
202201140700, 186, 170
202201140715, 183, 160
202201140730, 175, 166
202201140745, 188, 175
202201140800, 199, 151
202201140815, 195, 172
202201140830, 188, 173
202201140845, 181, 175
202201140900, 180, 157
202201140915, 194, 153
202201140930, 183, 174
202201140945, 179, 164
202201141000, 188, 156
202201141015, 190, 154
202201141030, 195, 173
202201141045, 189, 161
202201141100, 187, 164
202201141115, 172, 153
202201141130, 189, 166
202201141145, 190, 154
202201141200, 181, 176
202201141215, 193, 150
202201141230, 178, 172
202201141245, 175, 163
202201141300, 178, 175
202201141315, 181, 153
202201141330, 197, 154
202201141345, 178, 170
202201141400, 188, 177
202201141415, 192, 163
202201141430, 196, 172
202201141445, 177, 176
202201141500, 176, 167
202201141515, 184, 160
202201141530, 185, 176
202201141545, 193, 157
202201141600, 174, 163
202201141615, 192, 174
202201141630, 194, 174
202201141645, 197, 160
202201141700, 179, 152
202201141715, 191, 175
202201141730, 192, 153
202201141745, 198, 173
202201141800, 196, 179
202201141815, 193, 159
202201141830, 193, 172
202201141845, 196, 174
202201141900, 192, 179
202201141915, 172, 162
202201141930, 197, 163
202201141945, 195, 179
202201142000, 192, 174
202201142015, 184, 153
202201142030, 180, 177
202201142045, 178, 165
202201142100, 196, 171
202201142115, 191, 154
202201142130, 174, 154
202201142145, 198, 168
202201142200, 179, 150
202201142215, 171, 152
202201142230, 196, 161
202201142245, 197, 165
202201142300, 191, 173
202201142315, 171, 167
202201142330, 198, 168
202201142345, 173, 172
202201150000, 190, 164
202201150015, 176, 177
202201150030, 178, 174
202201150045, 199, 176
202201150100, 179, 156
202201150115, 193, 163
202201150130, 177, 168
202201150145, 194, 177
202201150200, 178, 168
202201150215, 195, 154
202201150230, 171, 167
202201150245, 200, 156
202201150300, 183, 157
202201150315, 173, 154
202201150330, 181, 174
202201150345, 199, 154
202201150400, 190, 161
202201150415, 197, 154
202201150430, 173, 160
202201150445, 184, 161
202201150500, 184, 151
202201150515, 172, 178
202201150530, 173, 161
202201150545, 198, 172
202201150600, 199, 158
202201150615, 200, 176
202201150630, 184, 178
202201150645, 180, 162
202201150700, 184, 156
202201150715, 184, 160
202201150730, 195, 178
202201150745, 199, 162
202201150800, 189, 162
202201150815, 199, 172
202201150830, 176, 161
202201150845, 198, 168
202201150900, 197, 160
202201150915, 198, 163
202201150930, 176, 178
202201150945, 195, 150
202201151000, 198, 175
202201151015, 179, 161
202201151030, 175, 157
202201151045, 182, 163
202201151100, 183, 171
202201151115, 185, 162
202201151130, 194, 177
202201151145, 195, 150
202201151200, 197, 179
202201151215, 193, 153
202201151230, 185, 160
202201151245, 193, 172
202201151300, 194, 171
202201151315, 184, 155
202201151330, 182, 153
202201151345, 176, 164
202201151400, 172, 163
202201151415, 194, 171
202201151430, 190, 154
202201151445, 183, 162
202201151500, 197, 179
202201151515, 172, 166
202201151530, 184, 166
202201151545, 200, 173
202201151600, 188, 178
202201151615, 190, 151
202201151630, 174, 157
202201151645, 175, 153
202201151700, 197, 150
202201151715, 192, 163
202201151730, 181, 163
202201151745, 181, 152
202201151800, 200, 158
202201151815, 180, 168
202201151830, 188, 151
202201151845, 185, 169
202201151900, 183, 156
202201151915, 173, 158
202201151930, 195, 171
202201151945, 176, 150
202201152000, 190, 155
202201152015, 176, 168
202201152030, 183, 178
202201152045, 179, 161
202201152100, 171, 174
202201152115, 182, 177
202201152130, 185, 165
202201152145, 189, 157
202201152200, 177, 156
202201152215, 176, 177
202201152230, 184, 170
202201152245, 171, 167
202201152300, 195, 179
202201152315, 173, 175
202201152330, 191, 158
202201152345, 193, 178
202201160000, 193, 174
202201160015, 176, 174
202201160030, 194, 173
202201160045, 188, 168
202201160100, 184, 155
202201160115, 195, 170
202201160130, 174, 165
202201160145, 185, 160
202201160200, 194, 157
202201160215, 180, 171
202201160230, 178, 151
202201160245, 192, 179
202201160300, 186, 165
202201160315, 195, 157
202201160330, 185, 165
202201160345, 178, 156
202201160400, 192, 176
202201160415, 191, 156
202201160430, 187, 174
202201160445, 171, 154
202201160500, 181, 175
202201160515, 194, 152
202201160530, 189, 171
202201160545, 199, 169
202201160600, 181, 163
202201160615, 184, 155
202201160630, 191, 161
202201160645, 189, 159
202201160700, 176, 154
202201160715, 185, 158
202201160730, 187, 177
202201160745, 172, 161
202201160800, 197, 153
202201160815, 179, 152
202201160830, 172, 171
202201160845, 173, 176
202201160900, 180, 171
202201160915, 195, 171
202201160930, 171, 161
202201160945, 174, 157
202201161000, 199, 165
202201161015, 193, 177
202201161030, 191, 167
202201161045, 197, 176
202201161100, 194, 156
202201161115, 178, 169
202201161130, 171, 154
202201161145, 191, 159
202201161200, 194, 179
202201161215, 195, 163
202201161230, 173, 161
202201161245, 178, 171
202201161300, 180, 164
202201161315, 197, 167
202201161330, 176, 175
202201161345, 192, 156
202201161400, 188, 164
202201161415, 189, 179
202201161430, 185, 173
202201161445, 188, 175
202201161500, 197, 177
202201161515, 195, 159
202201161530, 173, 160
202201161545, 176, 175
202201161600, 183, 160
202201161615, 200, 163
202201161630, 181, 178
202201161645, 183, 176
202201161700, 193, 172
202201161715, 173, 165
202201161730, 179, 153
202201161745, 194, 155
202201161800, 194, 165
202201161815, 195, 155
202201161830, 178, 170
202201161845, 180, 179
202201161900, 177, 155
202201161915, 177, 156
202201161930, 188, 175
202201161945, 194, 158
202201162000, 186, 150
202201162015, 174, 153
202201162030, 188, 170
202201162045, 190, 177
202201162100, 187, 166
202201162115, 185, 161
202201162130, 200, 173
202201162145, 190, 163
202201162200, 198, 167
202201162215, 174, 153
202201162230, 199, 160
202201162245, 199, 155
202201162300, 174, 178
202201162315, 197, 161
202201162330, 182, 164
202201162345, 173, 155
202201170000, 178, 151
202201170015, 194, 150
202201170030, 179, 177
202201170045, 197, 164
202201170100, 173, 160
202201170115, 184, 179
202201170130, 183, 173
202201170145, 182, 151
202201170200, 183, 176
202201170215, 178, 156
202201170230, 177, 165
202201170245, 188, 157
202201170300, 197, 154
202201170315, 184, 157
202201170330, 178, 178
202201170345, 187, 154
202201170400, 190, 162
202201170415, 173, 163
202201170430, 189, 167
202201170445, 195, 155
202201170500, 187, 177
202201170515, 184, 157
202201170530, 194, 157
202201170545, 175, 155
202201170600, 188, 168
202201170615, 195, 167
202201170630, 196, 165
202201170645, 181, 177
202201170700, 191, 150
202201170715, 177, 167
202201170730, 182, 150
202201170745, 185, 152
202201170800, 187, 157
202201170815, 181, 169
202201170830, 174, 169
202201170845, 193, 168
202201170900, 179, 169
202201170915, 195, 159
202201170930, 185, 170
202201170945, 197, 179
202201171000, 179, 154
202201171015, 200, 156
202201171030, 190, 176
202201171045, 186, 150
202201171100, 183, 167
202201171115, 175, 157
202201171130, 185, 172
202201171145, 197, 167
202201171200, 198, 158
202201171215, 192, 151
202201171230, 184, 152
202201171245, 199, 174
202201171300, 178, 153
202201171315, 174, 169
202201171330, 196, 172
202201171345, 188, 164
202201171400, 188, 160
202201171415, 181, 160
202201171430, 179, 164
202201171445, 186, 167
202201171500, 190, 175
202201171515, 180, 158
202201171530, 200, 171
202201171545, 176, 161
202201171600, 193, 170
202201171615, 182, 161
202201171630, 191, 176
202201171645, 183, 156
202201171700, 174, 175
202201171715, 199, 155
202201171730, 184, 159
202201171745, 190, 157
202201171800, 174, 150
202201171815, 182, 171
202201171830, 187, 152
202201171845, 187, 174
202201171900, 199, 158
202201171915, 186, 164
202201171930, 195, 156
202201171945, 191, 150
202201172000, 197, 161
202201172015, 174, 156
202201172030, 194, 162
202201172045, 173, 167
202201172100, 178, 172
202201172115, 178, 162
202201172130, 174, 168
202201172145, 189, 176
202201172200, 200, 175
202201172215, 200, 157
202201172230, 173, 164
202201172245, 200, 150
202201172300, 171, 159
202201172315, 180, 175
202201172330, 192, 176
202201172345, 174, 154
202201180000, 177, 173
202201180015, 195, 156
202201180030, 192, 163
202201180045, 177, 157
202201180100, 186, 162
202201180115, 188, 174
202201180130, 193, 153
202201180145, 175, 166
202201180200, 190, 174
202201180215, 199, 166
202201180230, 193, 174
202201180245, 177, 153
202201180300, 190, 162
202201180315, 189, 155
202201180330, 190, 165
202201180345, 174, 166
202201180400, 196, 156
202201180415, 187, 171
202201180430, 184, 162
202201180445, 172, 168
202201180500, 174, 153
202201180515, 188, 158
202201180530, 200, 175
202201180545, 187, 179
202201180600, 186, 160
202201180615, 178, 150
202201180630, 183, 174
202201180645, 183, 175
202201180700, 173, 162
202201180715, 174, 175
202201180730, 199, 153
202201180745, 185, 150
202201180800, 187, 155
202201180815, 177, 152
202201180830, 184, 176
202201180845, 177, 166
202201180900, 187, 163
202201180915, 186, 151
202201180930, 177, 177
202201180945, 176, 160
202201181000, 172, 159
202201181015, 173, 175
202201181030, 180, 154
202201181045, 177, 159
202201181100, 189, 172
202201181115, 193, 166
202201181130, 192, 174
202201181145, 171, 161
202201181200, 176, 168
202201181215, 175, 161
202201181230, 200, 175
202201181245, 198, 177
202201181300, 184, 174
202201181315, 187, 174
202201181330, 184, 175
202201181345, 194, 179
202201181400, 194, 179
202201181415, 186, 156
202201181430, 185, 176
202201181445, 179, 165
202201181500, 193, 160
202201181515, 193, 173
202201181530, 186, 170
202201181545, 189, 164
202201181600, 184, 178
202201181615, 197, 154
202201181630, 194, 154
202201181645, 188, 158
202201181700, 183, 164
202201181715, 182, 164
202201181730, 177, 156
202201181745, 180, 166
202201181800, 200, 169
202201181815, 173, 179
202201181830, 178, 159
202201181845, 187, 152
202201181900, 179, 155
202201181915, 175, 159
202201181930, 178, 174
202201181945, 179, 179
202201182000, 197, 164
202201182015, 172, 177
202201182030, 185, 150
202201182045, 199, 167
202201182100, 183, 156
202201182115, 188, 176
202201182130, 189, 173
202201182145, 173, 158
202201182200, 197, 176
202201182215, 187, 179
202201182230, 175, 158
202201182245, 176, 157
202201182300, 191, 162
202201182315, 188, 162
202201182330, 171, 150
202201182345, 190, 165
202201190000, 182, 165
202201190015, 192, 167
202201190030, 181, 174
202201190045, 174, 174
202201190100, 182, 154
202201190115, 178, 153
202201190130, 193, 155
202201190145, 199, 155
202201190200, 180, 176
202201190215, 195, 169
202201190230, 192, 160
202201190245, 183, 165
202201190300, 200, 150
202201190315, 173, 151
202201190330, 197, 153
202201190345, 175, 172
202201190400, 192, 173
202201190415, 194, 169
202201190430, 186, 174
202201190445, 178, 172
202201190500, 193, 150
202201190515, 174, 176
202201190530, 182, 173
202201190545, 176, 179
202201190600, 193, 175
202201190615, 183, 151
202201190630, 191, 157
202201190645, 191, 174
202201190700, 198, 150
202201190715, 195, 179
202201190730, 195, 156
202201190745, 186, 173
202201190800, 180, 167
202201190815, 187, 170
202201190830, 188, 157
202201190845, 192, 179
202201190900, 172, 178
202201190915, 178, 162
202201190930, 171, 165
202201190945, 176, 164
202201191000, 195, 172
202201191015, 181, 175
202201191030, 200, 157
202201191045, 198, 177
202201191100, 176, 151
202201191115, 184, 176
202201191130, 199, 164
202201191145, 176, 155
202201191200, 192, 156
202201191215, 177, 155
202201191230, 194, 178
202201191245, 185, 156
202201191300, 173, 156
202201191315, 177, 169
202201191330, 186, 164
202201191345, 181, 163
202201191400, 197, 161
202201191415, 185, 152
202201191430, 191, 179
202201191445, 182, 155
202201191500, 192, 177
202201191515, 192, 179
202201191530, 179, 158
202201191545, 186, 173
202201191600, 195, 178
202201191615, 186, 158
202201191630, 192, 169
202201191645, 191, 153
202201191700, 196, 160
202201191715, 171, 174
202201191730, 192, 164
202201191745, 188, 163
202201191800, 195, 152
202201191815, 188, 164
202201191830, 176, 174
202201191845, 176, 163
202201191900, 171, 169
202201191915, 185, 155
202201191930, 178, 179
202201191945, 181, 169
202201192000, 182, 164
202201192015, 171, 169
202201192030, 179, 152
202201192045, 199, 164
202201192100, 185, 163
202201192115, 193, 164
202201192130, 178, 164
202201192145, 193, 172
202201192200, 179, 179
202201192215, 195, 165
202201192230, 177, 170
202201192245, 199, 171
202201192300, 171, 152
202201192315, 172, 161
202201192330, 179, 168
202201192345, 182, 156
202201200000, 190, 170
202201200015, 192, 165
202201200030, 179, 166
202201200045, 179, 156
202201200100, 195, 162
202201200115, 174, 156
202201200130, 182, 154
202201200145, 192, 177
202201200200, 177, 150
202201200215, 178, 154
202201200230, 190, 172
202201200245, 181, 177
202201200300, 188, 168
202201200315, 194, 151
202201200330, 186, 159
202201200345, 178, 166
202201200400, 182, 153
202201200415, 190, 161
202201200430, 181, 173
202201200445, 174, 164
202201200500, 179, 153
202201200515, 171, 155
202201200530, 176, 177
202201200545, 200, 171
202201200600, 198, 177
202201200615, 190, 159
202201200630, 188, 151
202201200645, 186, 156
202201200700, 193, 167
202201200715, 186, 167
202201200730, 192, 174
202201200745, 186, 153
202201200800, 174, 168
202201200815, 172, 178
202201200830, 184, 160
202201200845, 174, 176
202201200900, 172, 167
202201200915, 177, 168
202201200930, 190, 153
202201200945, 192, 167
202201201000, 198, 163
202201201015, 172, 155
202201201030, 183, 158
202201201045, 188, 166
202201201100, 198, 170
202201201115, 181, 155
202201201130, 189, 174
202201201145, 181, 153
202201201200, 188, 151
202201201215, 188, 153
202201201230, 183, 155
202201201245, 196, 178
202201201300, 175, 158
202201201315, 173, 150
202201201330, 181, 162
202201201345, 200, 150
202201201400, 180, 152
202201201415, 196, 162
202201201430, 183, 153
202201201445, 192, 178
202201201500, 200, 152
202201201515, 178, 165
202201201530, 177, 161
202201201545, 181, 164
202201201600, 182, 178
202201201615, 182, 162
202201201630, 196, 172
202201201645, 199, 179
202201201700, 188, 167
202201201715, 187, 153
202201201730, 182, 166
202201201745, 187, 179
202201201800, 181, 163
202201201815, 180, 168
202201201830, 180, 176
202201201845, 189, 173
202201201900, 192, 169
202201201915, 181, 162
202201201930, 179, 175
202201201945, 176, 166
202201202000, 188, 179
202201202015, 174, 157
202201202030, 182, 155
202201202045, 195, 154
202201202100, 199, 176
202201202115, 178, 175
202201202130, 177, 172
202201202145, 196, 173
202201202200, 177, 155
202201202215, 174, 178
202201202230, 177, 157
202201202245, 193, 171
202201202300, 188, 173
202201202315, 173, 161
202201202330, 196, 179
202201202345, 175, 153
202201210000, 195, 165
202201210015, 188, 179
202201210030, 198, 153
202201210045, 190, 168
202201210100, 178, 172
202201210115, 184, 161
202201210130, 190, 167
202201210145, 194, 152
202201210200, 186, 179
202201210215, 174, 166
202201210230, 178, 170
202201210245, 178, 154
202201210300, 186, 157
202201210315, 180, 154
202201210330, 179, 151
202201210345, 198, 170
202201210400, 189, 164
202201210415, 173, 168
202201210430, 192, 169
202201210445, 194, 174
202201210500, 189, 170
202201210515, 182, 159
202201210530, 195, 164
202201210545, 183, 157
202201210600, 193, 175
202201210615, 183, 159
202201210630, 184, 159
202201210645, 191, 150
202201210700, 192, 155
202201210715, 188, 161
202201210730, 190, 154
202201210745, 185, 165
202201210800, 191, 167
202201210815, 180, 168
202201210830, 178, 164
202201210845, 200, 174
202201210900, 198, 165
202201210915, 172, 174
202201210930, 179, 164
202201210945, 188, 156
202201211000, 200, 157
202201211015, 196, 161
202201211030, 185, 151
202201211045, 198, 159
202201211100, 172, 151
202201211115, 199, 159
202201211130, 184, 167
202201211145, 173, 162
202201211200, 177, 173
202201211215, 197, 151
202201211230, 189, 167
202201211245, 176, 157
202201211300, 193, 171
202201211315, 179, 161
202201211330, 190, 161
202201211345, 174, 160
202201211400, 199, 176
202201211415, 176, 179
202201211430, 199, 169
202201211445, 195, 150
202201211500, 190, 160
202201211515, 195, 176
202201211530, 174, 169
202201211545, 176, 151
202201211600, 191, 162
202201211615, 193, 177
202201211630, 176, 174
202201211645, 173, 152
202201211700, 196, 159
202201211715, 181, 172
202201211730, 197, 153
202201211745, 182, 155
202201211800, 176, 167
202201211815, 176, 156
202201211830, 192, 155
202201211845, 171, 178
202201211900, 193, 160
202201211915, 179, 155
202201211930, 189, 150
202201211945, 197, 176
202201212000, 200, 161
202201212015, 190, 165
202201212030, 192, 153
202201212045, 185, 178
202201212100, 178, 157
202201212115, 171, 176
202201212130, 199, 174
202201212145, 180, 160
202201212200, 190, 157
202201212215, 172, 170
202201212230, 184, 178
202201212245, 187, 176
202201212300, 172, 174
202201212315, 180, 179
202201212330, 185, 174
202201212345, 180, 178
202201220000, 192, 178
202201220015, 193, 150
202201220030, 192, 159
202201220045, 194, 158
202201220100, 173, 158
202201220115, 194, 150
202201220130, 188, 164
202201220145, 195, 155
202201220200, 197, 152
202201220215, 171, 150
202201220230, 174, 176
202201220245, 198, 177
202201220300, 199, 150
202201220315, 186, 174
202201220330, 199, 159
202201220345, 177, 169
202201220400, 181, 160
202201220415, 174, 159
202201220430, 178, 162
202201220445, 189, 171
202201220500, 193, 154
202201220515, 174, 171
202201220530, 176, 160
202201220545, 182, 158
202201220600, 188, 155
202201220615, 187, 177
202201220630, 181, 162
202201220645, 189, 167
202201220700, 194, 176
202201220715, 184, 157
202201220730, 177, 152
202201220745, 185, 154
202201220800, 195, 175
202201220815, 197, 172
202201220830, 197, 177
202201220845, 198, 170
202201220900, 173, 165
202201220915, 172, 165
202201220930, 198, 166
202201220945, 179, 170
202201221000, 191, 159
202201221015, 173, 160
202201221030, 177, 159
202201221045, 190, 162
202201221100, 191, 169
202201221115, 174, 162
202201221130, 185, 153
202201221145, 172, 176
202201221200, 172, 165
202201221215, 194, 179
202201221230, 200, 168
202201221245, 197, 150
202201221300, 197, 165
202201221315, 181, 160
202201221330, 194, 162
202201221345, 192, 178
202201221400, 194, 164
202201221415, 171, 165
202201221430, 174, 179
202201221445, 182, 172
202201221500, 196, 163
202201221515, 185, 150
202201221530, 185, 166
202201221545, 187, 167
202201221600, 194, 177
202201221615, 189, 176
202201221630, 177, 174
202201221645, 188, 175
202201221700, 194, 175
202201221715, 197, 172
202201221730, 199, 160
202201221745, 189, 178
202201221800, 194, 164
202201221815, 197, 178
202201221830, 200, 151
202201221845, 182, 150
202201221900, 178, 163
202201221915, 199, 157
202201221930, 198, 158
202201221945, 192, 171
202201222000, 175, 178
202201222015, 198, 164
202201222030, 192, 169
202201222045, 177, 158
202201222100, 187, 178
202201222115, 187, 179
202201222130, 175, 159
202201222145, 195, 155
202201222200, 186, 175
202201222215, 172, 152
202201222230, 191, 158
202201222245, 172, 153
202201222300, 176, 161
202201222315, 183, 171
202201222330, 196, 158
202201222345, 181, 175
202201230000, 194, 169
202201230015, 175, 153
202201230030, 173, 165
202201230045, 186, 166
202201230100, 171, 174
202201230115, 178, 160
202201230130, 200, 178
202201230145, 181, 163
202201230200, 190, 170
202201230215, 194, 156
202201230230, 187, 156
202201230245, 189, 158
202201230300, 173, 179
202201230315, 171, 167
202201230330, 180, 152
202201230345, 188, 159
202201230400, 180, 175
202201230415, 178, 151
202201230430, 196, 177
202201230445, 200, 160
202201230500, 182, 177
202201230515, 192, 150
202201230530, 180, 159
202201230545, 176, 155
202201230600, 186, 158
202201230615, 183, 160
202201230630, 178, 163
202201230645, 190, 166
202201230700, 173, 154
202201230715, 187, 173
202201230730, 193, 150
202201230745, 190, 150
202201230800, 196, 178
202201230815, 194, 175
202201230830, 180, 153
202201230845, 181, 166
202201230900, 198, 168
202201230915, 178, 177
202201230930, 186, 157
202201230945, 182, 156
202201231000, 191, 156
202201231015, 197, 174
202201231030, 175, 177
202201231045, 181, 164
202201231100, 175, 161
202201231115, 193, 158
202201231130, 171, 179
202201231145, 188, 165
202201231200, 180, 163
202201231215, 180, 176
202201231230, 184, 164
202201231245, 171, 167
202201231300, 171, 177
202201231315, 184, 170
202201231330, 195, 175
202201231345, 186, 155
202201231400, 173, 155
202201231415, 178, 158
202201231430, 186, 164
202201231445, 188, 162
202201231500, 174, 164
202201231515, 187, 176
202201231530, 197, 177
202201231545, 182, 178
202201231600, 173, 153
202201231615, 198, 158
202201231630, 174, 157
202201231645, 181, 156
202201231700, 195, 177
202201231715, 195, 154
202201231730, 182, 170
202201231745, 175, 151
202201231800, 171, 169
202201231815, 186, 179
202201231830, 188, 155
202201231845, 177, 155
202201231900, 199, 162
202201231915, 182, 156
202201231930, 171, 179
202201231945, 186, 159
202201232000, 194, 174
202201232015, 199, 169
202201232030, 190, 150
202201232045, 174, 171
202201232100, 183, 156
202201232115, 194, 165
202201232130, 193, 177
202201232145, 180, 160
202201232200, 192, 179
202201232215, 174, 173
202201232230, 198, 155
202201232245, 172, 165
202201232300, 175, 156
202201232315, 192, 158
202201232330, 192, 167
202201232345, 186, 163
202201240000, 186, 154
202201240015, 179, 155
202201240030, 171, 165
202201240045, 176, 173
202201240100, 185, 166
202201240115, 191, 161
202201240130, 172, 155
202201240145, 172, 162
202201240200, 193, 174
202201240215, 185, 170
202201240230, 196, 176
202201240245, 175, 159
202201240300, 184, 173
202201240315, 179, 169
202201240330, 186, 160
202201240345, 175, 152
202201240400, 187, 162
202201240415, 179, 175
202201240430, 195, 174
202201240445, 176, 161
202201240500, 198, 177
202201240515, 176, 161
202201240530, 171, 178
202201240545, 171, 170
202201240600, 175, 162
202201240615, 190, 171
202201240630, 197, 161
202201240645, 195, 154
202201240700, 190, 167
202201240715, 192, 169
202201240730, 199, 174
202201240745, 190, 159
202201240800, 199, 172
202201240815, 181, 177
202201240830, 174, 162
202201240845, 177, 151
202201240900, 187, 160
202201240915, 187, 177
202201240930, 183, 160
202201240945, 186, 171
202201241000, 194, 178
202201241015, 190, 176
202201241030, 176, 178
202201241045, 200, 176
202201241100, 177, 157
202201241115, 198, 150
202201241130, 180, 155
202201241145, 188, 151
202201241200, 171, 162
202201241215, 184, 175
202201241230, 180, 170
202201241245, 182, 151
202201241300, 193, 151
202201241315, 181, 152
202201241330, 172, 156
202201241345, 184, 158
202201241400, 190, 177
202201241415, 173, 162
202201241430, 188, 150
202201241445, 185, 169
202201241500, 175, 177
202201241515, 200, 163
202201241530, 182, 165
202201241545, 200, 175
202201241600, 172, 174
202201241615, 179, 168
202201241630, 196, 179
202201241645, 187, 170
202201241700, 190, 155
202201241715, 176, 163
202201241730, 192, 167
202201241745, 191, 173
202201241800, 172, 173
202201241815, 173, 157
202201241830, 174, 168
202201241845, 199, 173
202201241900, 192, 174
202201241915, 182, 163
202201241930, 200, 163
202201241945, 191, 160
202201242000, 192, 174
202201242015, 182, 178
202201242030, 196, 160
202201242045, 197, 175
202201242100, 190, 168
202201242115, 171, 169
202201242130, 189, 171
202201242145, 192, 164
202201242200, 191, 161
202201242215, 190, 150
202201242230, 198, 151
202201242245, 186, 171
202201242300, 174, 156
202201242315, 179, 155
202201242330, 173, 169
202201242345, 197, 163
202201250000, 176, 152
202201250015, 198, 159
202201250030, 192, 177
202201250045, 191, 154
202201250100, 186, 172
202201250115, 184, 173
202201250130, 189, 156
202201250145, 195, 171
202201250200, 199, 168
202201250215, 198, 157
202201250230, 186, 151
202201250245, 174, 161
202201250300, 173, 169
202201250315, 187, 158
202201250330, 196, 169
202201250345, 184, 177
202201250400, 193, 158
202201250415, 172, 167
202201250430, 198, 172
202201250445, 185, 160
202201250500, 182, 179
202201250515, 182, 163
202201250530, 180, 154
202201250545, 198, 179
202201250600, 182, 164
202201250615, 173, 153
202201250630, 176, 169
202201250645, 194, 173
202201250700, 194, 155
202201250715, 195, 160
202201250730, 183, 173
202201250745, 179, 169
202201250800, 183, 165
202201250815, 191, 168
202201250830, 185, 153
202201250845, 190, 156
202201250900, 199, 178
202201250915, 173, 162
202201250930, 175, 168
202201250945, 193, 151
202201251000, 186, 172
202201251015, 178, 169
202201251030, 194, 178
202201251045, 184, 162
202201251100, 175, 152
202201251115, 194, 166
202201251130, 171, 167
202201251145, 184, 157
202201251200, 184, 164
202201251215, 194, 168
202201251230, 183, 164
202201251245, 193, 156
202201251300, 172, 159
202201251315, 176, 176
202201251330, 180, 151
202201251345, 200, 171
202201251400, 175, 166
202201251415, 192, 161
202201251430, 177, 158
202201251445, 185, 174
202201251500, 200, 150
202201251515, 196, 164
202201251530, 173, 178
202201251545, 175, 165
202201251600, 186, 168
202201251615, 188, 177
202201251630, 193, 170
202201251645, 189, 167
202201251700, 196, 169
202201251715, 184, 164
202201251730, 180, 174
202201251745, 185, 151
202201251800, 188, 177
202201251815, 198, 163
202201251830, 172, 161
202201251845, 189, 153
202201251900, 178, 171
202201251915, 198, 174
202201251930, 179, 151
202201251945, 171, 176
202201252000, 175, 160
202201252015, 173, 162
202201252030, 175, 176
202201252045, 187, 177
202201252100, 173, 179
202201252115, 192, 169
202201252130, 178, 163
202201252145, 173, 155
202201252200, 197, 160
202201252215, 180, 173
202201252230, 172, 166
202201252245, 197, 179
202201252300, 184, 176
202201252315, 182, 177
202201252330, 199, 161
202201252345, 199, 173
202201260000, 187, 163
202201260015, 196, 170
202201260030, 188, 178
202201260045, 187, 172
202201260100, 198, 167
202201260115, 172, 155
202201260130, 182, 160
202201260145, 197, 164
202201260200, 186, 163
202201260215, 179, 176
202201260230, 180, 167
202201260245, 193, 154
202201260300, 188, 164
202201260315, 199, 152
202201260330, 190, 153
202201260345, 200, 158
202201260400, 190, 179
202201260415, 176, 151
202201260430, 195, 173
202201260445, 174, 167
202201260500, 177, 164
202201260515, 191, 172
202201260530, 174, 159
202201260545, 190, 153
202201260600, 199, 158
202201260615, 184, 153
202201260630, 195, 159
202201260645, 182, 160
202201260700, 190, 177
202201260715, 200, 155
202201260730, 176, 172
202201260745, 180, 171
202201260800, 178, 159
202201260815, 186, 179
202201260830, 189, 179
202201260845, 184, 155
202201260900, 172, 155
202201260915, 192, 179
202201260930, 185, 168
202201260945, 179, 157
202201261000, 188, 150
202201261015, 199, 172
202201261030, 178, 166
202201261045, 179, 156
202201261100, 182, 179
202201261115, 174, 178
202201261130, 194, 179
202201261145, 173, 156
202201261200, 174, 169
202201261215, 191, 179
202201261230, 172, 159
202201261245, 193, 155
202201261300, 188, 151
202201261315, 180, 177
202201261330, 196, 160
202201261345, 193, 177
202201261400, 197, 167
202201261415, 173, 161
202201261430, 175, 157
202201261445, 200, 157
202201261500, 195, 159
202201261515, 188, 172
202201261530, 179, 154
202201261545, 184, 166
202201261600, 195, 175
202201261615, 179, 169
202201261630, 195, 166
202201261645, 180, 163
202201261700, 173, 165
202201261715, 198, 174
202201261730, 198, 171
202201261745, 191, 178
202201261800, 189, 176
202201261815, 193, 157
202201261830, 191, 152
202201261845, 182, 152
202201261900, 181, 165
202201261915, 196, 160
202201261930, 172, 168
202201261945, 199, 162
202201262000, 171, 163
202201262015, 198, 173
202201262030, 172, 160
202201262045, 196, 166
202201262100, 188, 171
202201262115, 190, 151
202201262130, 180, 160
202201262145, 173, 168
202201262200, 194, 179
202201262215, 174, 152
202201262230, 198, 175
202201262245, 186, 171
202201262300, 195, 178
202201262315, 176, 169
202201262330, 185, 167
202201262345, 196, 162
202201270000, 196, 176
202201270015, 194, 157
202201270030, 174, 167
202201270045, 195, 152
202201270100, 187, 176
202201270115, 187, 175
202201270130, 184, 161
202201270145, 199, 172
202201270200, 188, 160
202201270215, 189, 160
202201270230, 183, 155
202201270245, 173, 168
202201270300, 176, 167
202201270315, 177, 151
202201270330, 181, 165
202201270345, 192, 151
202201270400, 195, 166
202201270415, 193, 173
202201270430, 187, 153
202201270445, 186, 151
202201270500, 191, 166
202201270515, 193, 158
202201270530, 178, 161
202201270545, 194, 178
202201270600, 182, 173
202201270615, 184, 162
202201270630, 180, 175
202201270645, 171, 157
202201270700, 178, 179
202201270715, 180, 151
202201270730, 178, 152
202201270745, 191, 178
202201270800, 178, 153
