Organization : org1
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy production power in MW>
202101190245, 85
202101190300, 93
202101190315, 75
202101190330, 95
202101190345, 76
202101190400, 75
202101190415, 76
202101190430, 92
202101190445, 92
202101190500, 93
202101190515, 77
202101190530, 91
202101190545, 98
202101190600, 81
202101190615, 82
202101190630, 77
202101190645, 83
202101190700, 80
202101190715, 78
202101190730, 85
202101190745, 80
202101190800, 74
202101190815, 77
202101190830, 89
202101190845, 87
202101190900, 92
202101190915, 80
202101190930, 91
202101190945, 97
202101191000, 83
202101191015, 98
202101191030, 96
202101191045, 93
202101191100, 72
202101191115, 76
202101191130, 80
202101191145, 96
202101191200, 98
202101191215, 94
202101191230, 94
202101191245, 97
202101191300, 73
202101191315, 90
202101191330, 83
202101191345, 73
202101191400, 82
202101191415, 85
202101191430, 76
202101191445, 78
202101191500, 94
202101191515, 88
202101191530, 75
202101191545, 82
202101191600, 94
202101191615, 99
202101191630, 83
202101191645, 78
202101191700, 75
202101191715, 99
202101191730, 90
202101191745, 71
202101191800, 95
202101191815, 74
202101191830, 74
202101191845, 87
202101191900, 85
202101191915, 72
202101191930, 75
202101191945, 80
202101192000, 92
202101192015, 85
202101192030, 79
202101192045, 94
202101192100, 83
202101192115, 81
202101192130, 78
202101192145, 75
202101192200, 83
202101192215, 84
202101192230, 85
202101192245, 82
202101192300, 82
202101192315, 92
202101192330, 73
202101192345, 99
202101200000, 71
202101200015, 97
202101200030, 99
202101200045, 97
202101200100, 87
202101200115, 99
202101200130, 85
202101200145, 89
202101200200, 91
202101200215, 94
202101200230, 84
202101200245, 90
202101200300, 82
202101200315, 87
202101200330, 75
202101200345, 89
202101200400, 86
202101200415, 90
202101200430, 82
202101200445, 90
202101200500, 98
202101200515, 71
202101200530, 99
202101200545, 98
202101200600, 84
202101200615, 71
202101200630, 91
202101200645, 94
202101200700, 99
202101200715, 77
202101200730, 95
202101200745, 88
202101200800, 70
202101200815, 80
202101200830, 85
202101200845, 94
202101200900, 94
202101200915, 93
202101200930, 95
202101200945, 71
202101201000, 94
202101201015, 85
202101201030, 71
202101201045, 88
202101201100, 98
202101201115, 90
202101201130, 76
202101201145, 73
202101201200, 97
202101201215, 74
202101201230, 89
202101201245, 82
202101201300, 78
202101201315, 85
202101201330, 86
202101201345, 93
202101201400, 98
202101201415, 84
202101201430, 71
202101201445, 94
202101201500, 82
202101201515, 95
202101201530, 85
202101201545, 89
202101201600, 70
202101201615, 94
202101201630, 87
202101201645, 99
202101201700, 83
202101201715, 85
202101201730, 71
202101201745, 94
202101201800, 95
202101201815, 93
202101201830, 73
202101201845, 85
202101201900, 96
202101201915, 89
202101201930, 94
202101201945, 91
202101202000, 73
202101202015, 87
202101202030, 90
202101202045, 87
202101202100, 96
202101202115, 78
202101202130, 92
202101202145, 82
202101202200, 81
202101202215, 80
202101202230, 71
202101202245, 76
202101202300, 95
202101202315, 97
202101202330, 81
202101202345, 97
202101210000, 91
202101210015, 94
202101210030, 81
202101210045, 78
202101210100, 88
202101210115, 74
202101210130, 82
202101210145, 91
202101210200, 94
202101210215, 78
202101210230, 95
202101210245, 80
202101210300, 80
202101210315, 97
202101210330, 93
202101210345, 97
202101210400, 73
202101210415, 73
202101210430, 78
202101210445, 92
202101210500, 80
202101210515, 89
202101210530, 92
202101210545, 90
202101210600, 77
202101210615, 83
202101210630, 76
202101210645, 90
202101210700, 80
202101210715, 98
202101210730, 74
202101210745, 96
202101210800, 87
202101210815, 80
202101210830, 85
202101210845, 88
202101210900, 85
202101210915, 74
202101210930, 70
202101210945, 78
202101211000, 98
202101211015, 90
202101211030, 84
202101211045, 84
202101211100, 91
202101211115, 73
202101211130, 97
202101211145, 74
202101211200, 84
202101211215, 85
202101211230, 76
202101211245, 85
202101211300, 96
202101211315, 92
202101211330, 74
202101211345, 90
202101211400, 76
202101211415, 94
202101211430, 97
202101211445, 75
202101211500, 74
202101211515, 82
202101211530, 84
202101211545, 75
202101211600, 70
202101211615, 84
202101211630, 98
202101211645, 82
202101211700, 85
202101211715, 94
202101211730, 92
202101211745, 76
202101211800, 90
202101211815, 87
202101211830, 75
202101211845, 76
202101211900, 96
202101211915, 91
202101211930, 79
202101211945, 76
202101212000, 91
202101212015, 89
202101212030, 79
202101212045, 71
202101212100, 79
202101212115, 70
202101212130, 89
202101212145, 75
202101212200, 86
202101212215, 76
202101212230, 81
202101212245, 96
202101212300, 97
202101212315, 95
202101212330, 90
202101212345, 89
202101220000, 97
202101220015, 88
202101220030, 75
202101220045, 83
202101220100, 81
202101220115, 93
202101220130, 84
202101220145, 70
202101220200, 89
202101220215, 70
202101220230, 92
202101220245, 75
202101220300, 82
202101220315, 70
202101220330, 89
202101220345, 70
202101220400, 96
202101220415, 80
202101220430, 88
202101220445, 92
202101220500, 82
202101220515, 90
202101220530, 70
202101220545, 73
202101220600, 82
202101220615, 85
202101220630, 89
202101220645, 83
202101220700, 75
202101220715, 76
202101220730, 79
202101220745, 75
202101220800, 83
202101220815, 70
202101220830, 74
202101220845, 93
202101220900, 88
202101220915, 81
202101220930, 94
202101220945, 90
202101221000, 79
202101221015, 97
202101221030, 76
202101221045, 98
202101221100, 92
202101221115, 75
202101221130, 96
202101221145, 95
202101221200, 96
202101221215, 81
202101221230, 78
202101221245, 75
202101221300, 80
202101221315, 75
202101221330, 86
202101221345, 80
202101221400, 70
202101221415, 98
202101221430, 77
202101221445, 82
202101221500, 95
202101221515, 71
202101221530, 78
202101221545, 72
202101221600, 73
202101221615, 81
202101221630, 72
202101221645, 91
202101221700, 79
202101221715, 85
202101221730, 70
202101221745, 88
202101221800, 75
202101221815, 93
202101221830, 92
202101221845, 86
202101221900, 87
202101221915, 89
202101221930, 99
202101221945, 82
202101222000, 83
202101222015, 75
202101222030, 93
202101222045, 76
202101222100, 73
202101222115, 84
202101222130, 96
202101222145, 89
202101222200, 71
202101222215, 94
202101222230, 94
202101222245, 99
202101222300, 81
202101222315, 85
202101222330, 75
202101222345, 99
202101230000, 77
202101230015, 71
202101230030, 99
202101230045, 95
202101230100, 73
202101230115, 77
202101230130, 88
202101230145, 79
202101230200, 97
202101230215, 85
202101230230, 83
202101230245, 70
202101230300, 76
202101230315, 91
202101230330, 96
202101230345, 95
202101230400, 83
202101230415, 82
202101230430, 94
202101230445, 74
202101230500, 86
202101230515, 97
202101230530, 83
202101230545, 71
202101230600, 93
202101230615, 93
202101230630, 87
202101230645, 84
202101230700, 95
202101230715, 74
202101230730, 79
202101230745, 76
202101230800, 85
202101230815, 93
202101230830, 76
202101230845, 71
202101230900, 82
202101230915, 72
202101230930, 78
202101230945, 95
202101231000, 99
202101231015, 99
202101231030, 93
202101231045, 79
202101231100, 94
202101231115, 98
202101231130, 80
202101231145, 92
202101231200, 75
202101231215, 96
202101231230, 76
202101231245, 87
202101231300, 74
202101231315, 99
202101231330, 83
202101231345, 96
202101231400, 85
202101231415, 72
202101231430, 86
202101231445, 95
202101231500, 99
202101231515, 96
202101231530, 70
202101231545, 80
202101231600, 87
202101231615, 99
202101231630, 73
202101231645, 94
202101231700, 87
202101231715, 90
202101231730, 81
202101231745, 74
202101231800, 80
202101231815, 91
202101231830, 85
202101231845, 83
202101231900, 82
202101231915, 72
202101231930, 82
202101231945, 97
202101232000, 76
202101232015, 92
202101232030, 92
202101232045, 82
202101232100, 84
202101232115, 95
202101232130, 75
202101232145, 90
202101232200, 71
202101232215, 73
202101232230, 79
202101232245, 89
202101232300, 92
202101232315, 88
202101232330, 80
202101232345, 84
202101240000, 83
202101240015, 72
202101240030, 92
202101240045, 95
202101240100, 78
202101240115, 98
202101240130, 86
202101240145, 81
202101240200, 86
202101240215, 78
202101240230, 92
202101240245, 78
202101240300, 90
202101240315, 96
202101240330, 70
202101240345, 85
202101240400, 90
202101240415, 85
202101240430, 96
202101240445, 95
202101240500, 74
202101240515, 92
202101240530, 84
202101240545, 83
202101240600, 78
202101240615, 83
202101240630, 88
202101240645, 86
202101240700, 84
202101240715, 83
202101240730, 91
202101240745, 94
202101240800, 84
202101240815, 88
202101240830, 78
202101240845, 75
202101240900, 94
202101240915, 94
202101240930, 98
202101240945, 90
202101241000, 84
202101241015, 89
202101241030, 93
202101241045, 79
202101241100, 91
202101241115, 76
202101241130, 92
202101241145, 79
202101241200, 78
202101241215, 76
202101241230, 85
202101241245, 73
202101241300, 74
202101241315, 72
202101241330, 71
202101241345, 98
202101241400, 84
202101241415, 90
202101241430, 96
202101241445, 86
202101241500, 89
202101241515, 94
202101241530, 88
202101241545, 77
202101241600, 70
202101241615, 96
202101241630, 70
202101241645, 93
202101241700, 82
202101241715, 74
202101241730, 82
202101241745, 71
202101241800, 80
202101241815, 98
202101241830, 91
202101241845, 70
202101241900, 71
202101241915, 75
202101241930, 73
202101241945, 86
202101242000, 91
202101242015, 85
202101242030, 73
202101242045, 93
202101242100, 94
202101242115, 79
202101242130, 95
202101242145, 80
202101242200, 74
202101242215, 93
202101242230, 71
202101242245, 74
202101242300, 88
202101242315, 93
202101242330, 94
202101242345, 86
202101250000, 74
202101250015, 96
202101250030, 89
202101250045, 89
202101250100, 82
202101250115, 72
202101250130, 91
202101250145, 77
202101250200, 85
202101250215, 95
202101250230, 87
202101250245, 91
202101250300, 75
202101250315, 89
202101250330, 80
202101250345, 93
202101250400, 78
202101250415, 80
202101250430, 79
202101250445, 96
202101250500, 81
202101250515, 85
202101250530, 73
202101250545, 92
202101250600, 97
202101250615, 70
202101250630, 92
202101250645, 76
202101250700, 74
202101250715, 77
202101250730, 87
202101250745, 92
202101250800, 77
202101250815, 83
202101250830, 81
202101250845, 93
202101250900, 88
202101250915, 78
202101250930, 90
202101250945, 80
202101251000, 93
202101251015, 80
202101251030, 83
202101251045, 73
202101251100, 82
202101251115, 87
202101251130, 88
202101251145, 93
202101251200, 74
202101251215, 73
202101251230, 87
202101251245, 84
202101251300, 91
202101251315, 74
202101251330, 80
202101251345, 72
202101251400, 80
202101251415, 73
202101251430, 98
202101251445, 98
202101251500, 92
202101251515, 95
202101251530, 78
202101251545, 84
202101251600, 92
202101251615, 90
202101251630, 72
202101251645, 71
202101251700, 80
202101251715, 94
202101251730, 77
202101251745, 98
202101251800, 73
202101251815, 78
202101251830, 95
202101251845, 98
202101251900, 89
202101251915, 98
202101251930, 70
202101251945, 72
202101252000, 85
202101252015, 80
202101252030, 96
202101252045, 92
202101252100, 81
202101252115, 99
202101252130, 76
202101252145, 71
202101252200, 79
202101252215, 87
202101252230, 91
202101252245, 86
202101252300, 97
202101252315, 76
202101252330, 94
202101252345, 89
202101260000, 93
202101260015, 80
202101260030, 81
202101260045, 93
202101260100, 85
202101260115, 78
202101260130, 75
202101260145, 79
202101260200, 81
202101260215, 80
202101260230, 72
202101260245, 85
202101260300, 79
202101260315, 85
202101260330, 95
202101260345, 78
202101260400, 90
202101260415, 79
202101260430, 89
202101260445, 79
202101260500, 77
202101260515, 74
202101260530, 95
202101260545, 96
202101260600, 84
202101260615, 83
202101260630, 93
202101260645, 88
202101260700, 93
202101260715, 70
202101260730, 91
202101260745, 93
202101260800, 70
202101260815, 79
202101260830, 88
202101260845, 84
202101260900, 80
202101260915, 87
202101260930, 76
202101260945, 86
202101261000, 86
202101261015, 83
202101261030, 87
202101261045, 94
202101261100, 86
202101261115, 98
202101261130, 87
202101261145, 78
202101261200, 98
202101261215, 74
202101261230, 77
202101261245, 77
202101261300, 77
202101261315, 88
202101261330, 87
202101261345, 78
202101261400, 88
202101261415, 85
202101261430, 97
202101261445, 86
202101261500, 83
202101261515, 87
202101261530, 97
202101261545, 76
202101261600, 74
202101261615, 76
202101261630, 83
202101261645, 86
202101261700, 92
202101261715, 96
202101261730, 82
202101261745, 89
202101261800, 93
202101261815, 88
202101261830, 80
202101261845, 94
202101261900, 93
202101261915, 91
202101261930, 84
202101261945, 78
202101262000, 93
202101262015, 95
202101262030, 97
202101262045, 84
202101262100, 80
202101262115, 76
202101262130, 89
202101262145, 96
202101262200, 90
202101262215, 87
202101262230, 97
202101262245, 97
202101262300, 75
202101262315, 81
202101262330, 70
202101262345, 71
202101270000, 79
202101270015, 97
202101270030, 82
202101270045, 97
202101270100, 97
202101270115, 97
202101270130, 89
202101270145, 93
202101270200, 96
202101270215, 94
202101270230, 70
202101270245, 71
202101270300, 85
202101270315, 93
202101270330, 91
202101270345, 74
202101270400, 89
202101270415, 83
202101270430, 82
202101270445, 71
202101270500, 86
202101270515, 71
202101270530, 93
202101270545, 85
202101270600, 87
202101270615, 80
202101270630, 90
202101270645, 77
202101270700, 84
202101270715, 77
202101270730, 78
202101270745, 71
202101270800, 81
202101270815, 97
202101270830, 71
202101270845, 79
202101270900, 87
202101270915, 96
202101270930, 83
202101270945, 74
202101271000, 90
202101271015, 82
202101271030, 87
202101271045, 75
202101271100, 74
202101271115, 83
202101271130, 83
202101271145, 93
202101271200, 76
202101271215, 92
202101271230, 99
202101271245, 87
202101271300, 95
202101271315, 92
202101271330, 99
202101271345, 81
202101271400, 84
202101271415, 84
202101271430, 92
202101271445, 88
202101271500, 94
202101271515, 82
202101271530, 80
202101271545, 89
202101271600, 85
202101271615, 97
202101271630, 73
202101271645, 87
202101271700, 96
202101271715, 87
202101271730, 85
202101271745, 99
202101271800, 75
202101271815, 91
202101271830, 92
202101271845, 99
202101271900, 81
202101271915, 95
202101271930, 82
202101271945, 93
202101272000, 92
202101272015, 94
202101272030, 92
202101272045, 81
202101272100, 90
202101272115, 90
202101272130, 74
202101272145, 72
202101272200, 99
202101272215, 89
202101272230, 95
202101272245, 79
202101272300, 93
202101272315, 92
202101272330, 94
202101272345, 91
202101280000, 89
202101280015, 84
202101280030, 71
202101280045, 83
202101280100, 79
202101280115, 91
202101280130, 90
202101280145, 81
202101280200, 71
202101280215, 71
202101280230, 79
202101280245, 87
202101280300, 77
202101280315, 99
202101280330, 70
202101280345, 93
202101280400, 71
202101280415, 89
202101280430, 95
202101280445, 74
202101280500, 83
202101280515, 71
202101280530, 72
202101280545, 93
202101280600, 82
202101280615, 94
202101280630, 86
202101280645, 92
202101280700, 77
202101280715, 97
202101280730, 70
202101280745, 97
202101280800, 76
202101280815, 80
202101280830, 73
202101280845, 90
202101280900, 84
202101280915, 93
202101280930, 82
202101280945, 85
202101281000, 85
202101281015, 92
202101281030, 83
202101281045, 86
202101281100, 76
202101281115, 87
202101281130, 88
202101281145, 87
202101281200, 94
202101281215, 99
202101281230, 97
202101281245, 74
202101281300, 85
202101281315, 72
202101281330, 75
202101281345, 82
202101281400, 93
202101281415, 83
202101281430, 70
202101281445, 74
202101281500, 90
202101281515, 93
202101281530, 91
202101281545, 90
202101281600, 88
202101281615, 89
202101281630, 89
202101281645, 70
202101281700, 92
202101281715, 86
202101281730, 85
202101281745, 83
202101281800, 94
202101281815, 82
202101281830, 99
202101281845, 72
202101281900, 78
202101281915, 86
202101281930, 94
202101281945, 81
202101282000, 87
202101282015, 79
202101282030, 87
202101282045, 77
202101282100, 75
202101282115, 91
202101282130, 89
202101282145, 84
202101282200, 81
202101282215, 83
202101282230, 90
202101282245, 95
202101282300, 86
202101282315, 84
202101282330, 87
202101282345, 71
202101290000, 94
202101290015, 93
202101290030, 85
202101290045, 96
202101290100, 87
202101290115, 90
202101290130, 94
202101290145, 71
202101290200, 83
202101290215, 94
202101290230, 76
202101290245, 76
202101290300, 87
202101290315, 97
202101290330, 84
202101290345, 73
202101290400, 92
202101290415, 75
202101290430, 74
202101290445, 95
202101290500, 85
202101290515, 84
202101290530, 88
202101290545, 84
202101290600, 85
202101290615, 93
202101290630, 88
202101290645, 83
202101290700, 98
202101290715, 77
202101290730, 74
202101290745, 81
202101290800, 79
202101290815, 79
202101290830, 77
202101290845, 70
202101290900, 85
202101290915, 71
202101290930, 81
202101290945, 92
202101291000, 84
202101291015, 93
202101291030, 74
202101291045, 72
202101291100, 94
202101291115, 98
202101291130, 91
202101291145, 79
202101291200, 75
202101291215, 75
202101291230, 92
202101291245, 97
202101291300, 83
202101291315, 74
202101291330, 70
202101291345, 85
202101291400, 87
202101291415, 74
202101291430, 74
202101291445, 85
202101291500, 97
202101291515, 87
202101291530, 83
202101291545, 89
202101291600, 96
202101291615, 86
202101291630, 92
202101291645, 95
202101291700, 86
202101291715, 77
202101291730, 75
202101291745, 98
202101291800, 86
202101291815, 88
202101291830, 86
202101291845, 70
202101291900, 74
202101291915, 96
202101291930, 92
202101291945, 88
202101292000, 74
202101292015, 77
202101292030, 93
202101292045, 92
202101292100, 78
202101292115, 82
202101292130, 98
202101292145, 80
202101292200, 73
202101292215, 73
202101292230, 90
202101292245, 84
202101292300, 75
202101292315, 91
202101292330, 82
202101292345, 95
202101300000, 87
202101300015, 79
202101300030, 81
202101300045, 94
202101300100, 90
202101300115, 93
202101300130, 85
202101300145, 87
202101300200, 89
202101300215, 79
202101300230, 99
202101300245, 76
202101300300, 95
202101300315, 92
202101300330, 71
202101300345, 84
202101300400, 77
202101300415, 83
202101300430, 87
202101300445, 78
202101300500, 97
202101300515, 77
202101300530, 92
202101300545, 81
202101300600, 76
202101300615, 94
202101300630, 82
202101300645, 98
202101300700, 86
202101300715, 85
202101300730, 93
202101300745, 73
202101300800, 80
202101300815, 94
202101300830, 92
202101300845, 70
202101300900, 99
202101300915, 96
202101300930, 74
202101300945, 70
202101301000, 87
202101301015, 80
202101301030, 71
202101301045, 96
202101301100, 88
202101301115, 86
202101301130, 70
202101301145, 90
202101301200, 90
202101301215, 76
202101301230, 88
202101301245, 70
202101301300, 72
202101301315, 96
202101301330, 80
202101301345, 76
202101301400, 94
202101301415, 76
202101301430, 98
202101301445, 86
202101301500, 82
202101301515, 77
202101301530, 71
202101301545, 71
202101301600, 88
202101301615, 99
202101301630, 81
202101301645, 96
202101301700, 90
202101301715, 87
202101301730, 76
202101301745, 77
202101301800, 74
202101301815, 96
202101301830, 71
202101301845, 91
202101301900, 70
202101301915, 70
202101301930, 92
202101301945, 72
202101302000, 90
202101302015, 75
202101302030, 83
202101302045, 92
202101302100, 92
202101302115, 79
202101302130, 82
202101302145, 82
202101302200, 70
202101302215, 87
202101302230, 81
202101302245, 74
202101302300, 75
202101302315, 96
202101302330, 73
202101302345, 78
202101310000, 78
202101310015, 72
202101310030, 84
202101310045, 84
202101310100, 83
202101310115, 72
202101310130, 97
202101310145, 81
202101310200, 84
202101310215, 84
202101310230, 82
202101310245, 89
202101310300, 77
202101310315, 80
202101310330, 98
202101310345, 81
202101310400, 83
202101310415, 72
202101310430, 91
202101310445, 80
202101310500, 82
202101310515, 96
202101310530, 88
202101310545, 97
202101310600, 83
202101310615, 98
202101310630, 81
202101310645, 91
202101310700, 86
202101310715, 97
202101310730, 95
202101310745, 72
202101310800, 94
202101310815, 80
202101310830, 98
202101310845, 73
202101310900, 72
202101310915, 73
202101310930, 76
202101310945, 82
202101311000, 90
202101311015, 84
202101311030, 80
202101311045, 92
202101311100, 93
202101311115, 80
202101311130, 82
202101311145, 98
202101311200, 76
202101311215, 97
202101311230, 85
202101311245, 92
202101311300, 99
202101311315, 87
202101311330, 92
202101311345, 96
202101311400, 86
202101311415, 98
202101311430, 78
202101311445, 90
202101311500, 88
202101311515, 73
202101311530, 75
202101311545, 89
202101311600, 99
202101311615, 82
202101311630, 87
202101311645, 84
202101311700, 91
202101311715, 95
202101311730, 76
202101311745, 80
202101311800, 80
202101311815, 79
202101311830, 77
202101311845, 80
202101311900, 84
202101311915, 80
202101311930, 99
202101311945, 92
202101312000, 95
202101312015, 72
202101312030, 79
202101312045, 74
202101312100, 90
202101312115, 94
202101312130, 93
202101312145, 92
202101312200, 72
202101312215, 93
202101312230, 74
202101312245, 93
202101312300, 76
202101312315, 70
202101312330, 81
202101312345, 91
