Organization : org2
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh>, <energy production in MWh>
202201140330, 110, 112
202201140345, 111, 106
202201140400, 110, 121
202201140415, 109, 122
202201140430, 128, 102
202201140445, 121, 99
202201140500, 131, 102
202201140515, 133, 108
202201140530, 126, 111
202201140545, 117, 120
202201140600, 128, 108
202201140615, 122, 99
202201140630, 129, 98
202201140645, 111, 98
202201140700, 130, 99
202201140715, 113, 103
202201140730, 121, 111
202201140745, 131, 98
202201140800, 109, 121
202201140815, 107, 96
202201140830, 133, 97
202201140845, 122, 105
202201140900, 122, 104
202201140915, 110, 108
202201140930, 116, 103
202201140945, 105, 105
202201141000, 106, 111
202201141015, 106, 103
202201141030, 120, 115
202201141045, 110, 95
202201141100, 117, 99
202201141115, 117, 100
202201141130, 125, 115
202201141145, 130, 95
202201141200, 111, 120
202201141215, 134, 117
202201141230, 121, 123
202201141245, 127, 114
202201141300, 134, 105
202201141315, 113, 113
202201141330, 113, 106
202201141345, 128, 95
202201141400, 112, 114
202201141415, 130, 111
202201141430, 134, 116
202201141445, 126, 113
202201141500, 127, 112
202201141515, 115, 124
202201141530, 129, 118
202201141545, 111, 123
202201141600, 131, 124
202201141615, 132, 118
202201141630, 110, 111
202201141645, 117, 113
202201141700, 119, 122
202201141715, 125, 114
202201141730, 108, 101
202201141745, 134, 104
202201141800, 124, 115
202201141815, 130, 99
202201141830, 117, 124
202201141845, 134, 98
202201141900, 131, 102
202201141915, 128, 120
202201141930, 132, 120
202201141945, 117, 102
202201142000, 116, 103
202201142015, 115, 99
202201142030, 122, 102
202201142045, 132, 97
202201142100, 116, 113
202201142115, 133, 121
202201142130, 110, 116
202201142145, 110, 123
202201142200, 105, 116
202201142215, 124, 100
202201142230, 125, 105
202201142245, 122, 103
202201142300, 132, 111
202201142315, 111, 99
202201142330, 118, 121
202201142345, 123, 119
202201150000, 133, 102
202201150015, 113, 123
202201150030, 109, 100
202201150045, 122, 102
202201150100, 130, 96
202201150115, 117, 124
202201150130, 119, 123
202201150145, 132, 123
202201150200, 114, 112
202201150215, 110, 101
202201150230, 109, 96
202201150245, 106, 97
202201150300, 120, 123
202201150315, 124, 109
202201150330, 134, 97
202201150345, 131, 116
202201150400, 111, 110
202201150415, 128, 111
202201150430, 125, 121
202201150445, 112, 96
202201150500, 116, 121
202201150515, 110, 110
202201150530, 111, 114
202201150545, 122, 113
202201150600, 117, 124
202201150615, 125, 103
202201150630, 123, 110
202201150645, 127, 119
202201150700, 112, 97
202201150715, 126, 119
202201150730, 120, 98
202201150745, 110, 124
202201150800, 105, 115
202201150815, 118, 103
202201150830, 106, 110
202201150845, 134, 98
202201150900, 110, 114
202201150915, 106, 100
202201150930, 117, 98
202201150945, 124, 119
202201151000, 114, 99
202201151015, 130, 102
202201151030, 132, 114
202201151045, 133, 100
202201151100, 110, 114
202201151115, 118, 118
202201151130, 109, 105
202201151145, 105, 108
202201151200, 120, 102
202201151215, 134, 110
202201151230, 118, 105
202201151245, 112, 102
202201151300, 110, 107
202201151315, 124, 120
202201151330, 125, 123
202201151345, 112, 103
202201151400, 126, 116
202201151415, 123, 116
202201151430, 107, 122
202201151445, 125, 104
202201151500, 124, 122
202201151515, 131, 123
202201151530, 106, 103
202201151545, 112, 112
202201151600, 124, 107
202201151615, 118, 110
202201151630, 118, 114
202201151645, 116, 117
202201151700, 106, 100
202201151715, 113, 103
202201151730, 108, 105
202201151745, 128, 98
202201151800, 110, 100
202201151815, 125, 124
202201151830, 130, 106
202201151845, 108, 104
202201151900, 106, 123
202201151915, 133, 101
202201151930, 129, 99
202201151945, 120, 115
202201152000, 127, 101
202201152015, 116, 121
202201152030, 126, 124
202201152045, 112, 122
202201152100, 130, 119
202201152115, 124, 101
202201152130, 132, 114
202201152145, 110, 104
202201152200, 126, 99
202201152215, 110, 120
202201152230, 107, 109
202201152245, 105, 108
202201152300, 114, 107
202201152315, 128, 100
202201152330, 130, 121
202201152345, 127, 110
202201160000, 115, 113
202201160015, 112, 113
202201160030, 120, 97
202201160045, 127, 99
202201160100, 116, 109
202201160115, 117, 109
202201160130, 109, 97
202201160145, 106, 108
202201160200, 112, 114
202201160215, 126, 120
202201160230, 109, 120
202201160245, 121, 109
202201160300, 116, 121
202201160315, 132, 111
202201160330, 114, 108
202201160345, 116, 103
202201160400, 109, 103
202201160415, 110, 113
202201160430, 123, 105
202201160445, 129, 105
202201160500, 124, 113
202201160515, 115, 119
202201160530, 126, 105
202201160545, 116, 112
202201160600, 119, 96
202201160615, 120, 113
202201160630, 132, 100
202201160645, 124, 101
202201160700, 110, 122
202201160715, 110, 111
202201160730, 121, 103
202201160745, 125, 95
202201160800, 109, 124
202201160815, 128, 123
202201160830, 107, 106
202201160845, 130, 120
202201160900, 105, 95
202201160915, 122, 120
202201160930, 111, 114
202201160945, 130, 106
202201161000, 127, 113
202201161015, 108, 95
202201161030, 134, 96
202201161045, 105, 120
202201161100, 121, 96
202201161115, 133, 107
202201161130, 120, 101
202201161145, 116, 111
202201161200, 116, 113
202201161215, 115, 118
202201161230, 110, 96
202201161245, 128, 122
202201161300, 108, 108
202201161315, 114, 121
202201161330, 123, 96
202201161345, 105, 101
202201161400, 109, 109
202201161415, 132, 114
202201161430, 124, 104
202201161445, 121, 123
202201161500, 132, 96
202201161515, 123, 99
202201161530, 129, 103
202201161545, 126, 118
202201161600, 121, 122
202201161615, 107, 110
202201161630, 113, 102
202201161645, 118, 118
202201161700, 107, 122
202201161715, 124, 112
202201161730, 118, 118
202201161745, 111, 115
202201161800, 112, 123
202201161815, 106, 113
202201161830, 116, 120
202201161845, 124, 122
202201161900, 119, 115
202201161915, 120, 99
202201161930, 126, 112
202201161945, 132, 123
202201162000, 124, 96
202201162015, 118, 97
202201162030, 114, 104
202201162045, 128, 99
202201162100, 133, 116
202201162115, 132, 107
202201162130, 131, 110
202201162145, 118, 103
202201162200, 108, 101
202201162215, 130, 106
202201162230, 117, 115
202201162245, 132, 118
202201162300, 107, 109
202201162315, 132, 112
202201162330, 130, 97
202201162345, 131, 112
202201170000, 121, 121
202201170015, 129, 109
202201170030, 117, 110
202201170045, 124, 117
202201170100, 132, 103
202201170115, 129, 120
202201170130, 134, 121
202201170145, 121, 97
202201170200, 107, 112
202201170215, 110, 108
202201170230, 107, 121
202201170245, 112, 115
202201170300, 123, 116
202201170315, 132, 96
202201170330, 108, 109
202201170345, 134, 120
202201170400, 117, 105
202201170415, 115, 103
202201170430, 130, 106
202201170445, 126, 95
202201170500, 114, 107
202201170515, 118, 99
202201170530, 130, 99
202201170545, 120, 113
202201170600, 110, 108
202201170615, 134, 113
202201170630, 113, 123
202201170645, 119, 119
202201170700, 121, 114
202201170715, 118, 106
202201170730, 111, 115
202201170745, 118, 111
202201170800, 117, 107
202201170815, 113, 97
202201170830, 127, 110
202201170845, 107, 119
202201170900, 128, 97
202201170915, 106, 98
202201170930, 113, 100
202201170945, 133, 109
202201171000, 117, 109
202201171015, 132, 111
202201171030, 123, 100
202201171045, 119, 109
202201171100, 128, 110
202201171115, 115, 116
202201171130, 108, 117
202201171145, 127, 105
202201171200, 124, 96
202201171215, 130, 121
202201171230, 132, 109
202201171245, 119, 122
202201171300, 134, 100
202201171315, 125, 112
202201171330, 118, 102
202201171345, 114, 97
202201171400, 117, 116
202201171415, 116, 98
202201171430, 123, 99
202201171445, 124, 111
202201171500, 118, 101
202201171515, 114, 117
202201171530, 134, 120
202201171545, 105, 107
202201171600, 115, 107
202201171615, 134, 115
202201171630, 120, 109
202201171645, 132, 97
202201171700, 107, 116
202201171715, 123, 119
202201171730, 121, 97
202201171745, 115, 101
202201171800, 125, 118
202201171815, 114, 99
202201171830, 122, 110
202201171845, 114, 124
202201171900, 107, 99
202201171915, 120, 101
202201171930, 130, 102
202201171945, 132, 123
202201172000, 122, 104
202201172015, 109, 116
202201172030, 129, 95
202201172045, 128, 103
202201172100, 127, 96
202201172115, 121, 120
202201172130, 126, 121
202201172145, 107, 98
202201172200, 118, 114
202201172215, 127, 118
202201172230, 122, 101
202201172245, 122, 119
202201172300, 110, 101
202201172315, 109, 120
202201172330, 134, 116
202201172345, 125, 96
202201180000, 110, 105
202201180015, 127, 115
202201180030, 116, 124
202201180045, 118, 115
202201180100, 122, 103
202201180115, 122, 104
202201180130, 118, 95
202201180145, 121, 115
202201180200, 123, 108
202201180215, 128, 111
202201180230, 110, 107
202201180245, 116, 124
202201180300, 112, 109
202201180315, 117, 97
202201180330, 131, 103
202201180345, 130, 105
202201180400, 117, 107
202201180415, 111, 112
202201180430, 130, 116
202201180445, 107, 115
202201180500, 125, 119
202201180515, 129, 101
202201180530, 123, 123
202201180545, 133, 103
202201180600, 128, 111
202201180615, 119, 113
202201180630, 130, 112
202201180645, 128, 97
202201180700, 120, 118
202201180715, 127, 112
202201180730, 119, 115
202201180745, 107, 118
202201180800, 125, 108
202201180815, 120, 123
202201180830, 134, 100
202201180845, 118, 122
202201180900, 134, 118
202201180915, 130, 118
202201180930, 126, 110
202201180945, 122, 95
202201181000, 112, 119
202201181015, 108, 119
202201181030, 129, 102
202201181045, 106, 119
202201181100, 114, 117
202201181115, 134, 114
202201181130, 123, 100
202201181145, 125, 101
202201181200, 118, 119
202201181215, 112, 118
202201181230, 129, 119
202201181245, 117, 115
202201181300, 109, 115
202201181315, 108, 96
202201181330, 133, 96
202201181345, 116, 110
202201181400, 109, 115
202201181415, 109, 118
202201181430, 106, 118
202201181445, 131, 106
202201181500, 132, 112
202201181515, 105, 120
202201181530, 124, 114
202201181545, 122, 108
202201181600, 125, 114
202201181615, 117, 113
202201181630, 109, 97
202201181645, 127, 113
202201181700, 127, 115
202201181715, 111, 121
202201181730, 126, 115
202201181745, 119, 114
202201181800, 119, 116
202201181815, 128, 114
202201181830, 107, 108
202201181845, 111, 96
202201181900, 133, 116
202201181915, 119, 112
202201181930, 121, 124
202201181945, 107, 113
202201182000, 130, 122
202201182015, 134, 124
202201182030, 118, 112
202201182045, 127, 113
202201182100, 122, 124
202201182115, 116, 114
202201182130, 134, 101
202201182145, 124, 111
202201182200, 108, 104
202201182215, 116, 110
202201182230, 122, 101
202201182245, 117, 106
202201182300, 106, 101
202201182315, 126, 96
202201182330, 122, 112
202201182345, 128, 113
202201190000, 113, 119
202201190015, 108, 100
202201190030, 131, 99
202201190045, 130, 122
202201190100, 105, 118
202201190115, 125, 98
202201190130, 132, 106
202201190145, 116, 95
202201190200, 128, 122
202201190215, 131, 100
202201190230, 123, 96
202201190245, 108, 102
202201190300, 114, 104
202201190315, 134, 108
202201190330, 106, 108
202201190345, 133, 117
202201190400, 133, 111
202201190415, 116, 123
202201190430, 126, 97
202201190445, 110, 109
202201190500, 117, 122
202201190515, 117, 121
202201190530, 111, 109
202201190545, 107, 116
202201190600, 110, 103
202201190615, 124, 118
202201190630, 121, 116
202201190645, 107, 121
202201190700, 131, 112
202201190715, 134, 114
202201190730, 118, 124
202201190745, 132, 113
202201190800, 120, 104
202201190815, 111, 102
202201190830, 128, 120
202201190845, 128, 99
202201190900, 130, 120
202201190915, 119, 101
202201190930, 119, 98
202201190945, 131, 108
202201191000, 116, 102
202201191015, 116, 122
202201191030, 112, 98
202201191045, 110, 116
202201191100, 108, 98
202201191115, 121, 108
202201191130, 116, 101
202201191145, 115, 119
202201191200, 130, 121
202201191215, 117, 103
202201191230, 108, 124
202201191245, 107, 108
202201191300, 113, 118
202201191315, 116, 106
202201191330, 133, 110
202201191345, 122, 113
202201191400, 116, 111
202201191415, 116, 107
202201191430, 123, 117
202201191445, 112, 117
202201191500, 122, 119
202201191515, 118, 123
202201191530, 126, 107
202201191545, 105, 106
202201191600, 119, 103
202201191615, 125, 124
202201191630, 121, 119
202201191645, 123, 119
202201191700, 112, 109
202201191715, 111, 124
202201191730, 122, 103
202201191745, 112, 111
202201191800, 116, 97
202201191815, 113, 111
202201191830, 122, 103
202201191845, 127, 113
202201191900, 116, 112
202201191915, 125, 122
202201191930, 127, 122
202201191945, 108, 104
202201192000, 118, 108
202201192015, 123, 106
202201192030, 117, 110
202201192045, 123, 102
202201192100, 110, 120
202201192115, 114, 113
202201192130, 121, 95
202201192145, 107, 101
202201192200, 125, 97
202201192215, 134, 121
202201192230, 113, 106
202201192245, 113, 95
202201192300, 128, 111
202201192315, 111, 116
202201192330, 120, 96
202201192345, 123, 107
202201200000, 133, 110
202201200015, 114, 97
202201200030, 124, 116
202201200045, 129, 117
202201200100, 126, 124
202201200115, 110, 124
202201200130, 114, 113
202201200145, 118, 117
202201200200, 113, 122
202201200215, 113, 109
202201200230, 108, 107
202201200245, 128, 116
202201200300, 108, 108
202201200315, 119, 116
202201200330, 113, 117
202201200345, 108, 97
202201200400, 112, 119
202201200415, 121, 118
202201200430, 109, 100
202201200445, 130, 105
202201200500, 105, 101
202201200515, 119, 105
202201200530, 118, 111
202201200545, 117, 105
202201200600, 118, 106
202201200615, 109, 113
202201200630, 128, 122
202201200645, 125, 110
202201200700, 105, 122
202201200715, 132, 100
202201200730, 134, 116
202201200745, 111, 112
202201200800, 133, 124
202201200815, 115, 95
202201200830, 125, 114
202201200845, 127, 95
202201200900, 107, 117
202201200915, 134, 101
202201200930, 128, 103
202201200945, 112, 108
202201201000, 134, 123
202201201015, 107, 123
202201201030, 126, 99
202201201045, 110, 124
202201201100, 108, 112
202201201115, 132, 119
202201201130, 131, 117
202201201145, 123, 100
202201201200, 114, 124
202201201215, 126, 97
202201201230, 115, 122
202201201245, 134, 122
202201201300, 109, 103
202201201315, 105, 96
202201201330, 114, 106
202201201345, 115, 99
202201201400, 121, 105
202201201415, 112, 109
202201201430, 127, 112
202201201445, 105, 106
202201201500, 124, 103
202201201515, 109, 109
202201201530, 119, 121
202201201545, 112, 99
202201201600, 120, 118
202201201615, 133, 107
202201201630, 120, 120
202201201645, 134, 106
202201201700, 119, 102
202201201715, 125, 97
202201201730, 124, 101
202201201745, 118, 99
202201201800, 125, 97
202201201815, 109, 106
202201201830, 131, 101
202201201845, 127, 99
202201201900, 108, 119
202201201915, 128, 116
202201201930, 109, 119
202201201945, 114, 103
202201202000, 124, 121
202201202015, 112, 116
202201202030, 132, 112
202201202045, 131, 100
202201202100, 119, 115
202201202115, 107, 114
202201202130, 130, 103
202201202145, 116, 115
202201202200, 115, 122
202201202215, 126, 110
202201202230, 115, 118
202201202245, 106, 106
202201202300, 128, 121
202201202315, 107, 95
202201202330, 106, 96
202201202345, 133, 110
202201210000, 111, 99
202201210015, 132, 106
202201210030, 108, 123
202201210045, 129, 99
202201210100, 112, 111
202201210115, 129, 100
202201210130, 112, 113
202201210145, 134, 114
202201210200, 115, 102
202201210215, 130, 122
202201210230, 132, 110
202201210245, 105, 102
202201210300, 112, 116
202201210315, 122, 117
202201210330, 131, 114
202201210345, 107, 97
202201210400, 112, 96
202201210415, 108, 97
202201210430, 108, 105
202201210445, 120, 121
202201210500, 125, 95
202201210515, 122, 99
202201210530, 105, 118
202201210545, 128, 123
202201210600, 119, 111
202201210615, 113, 124
202201210630, 113, 105
202201210645, 131, 117
202201210700, 111, 95
202201210715, 105, 101
202201210730, 114, 99
202201210745, 114, 98
202201210800, 114, 120
202201210815, 132, 111
202201210830, 115, 124
202201210845, 117, 118
202201210900, 105, 105
202201210915, 124, 105
202201210930, 117, 112
202201210945, 110, 102
202201211000, 128, 119
202201211015, 115, 123
202201211030, 131, 100
202201211045, 132, 123
202201211100, 115, 95
202201211115, 109, 115
202201211130, 127, 107
202201211145, 112, 108
202201211200, 110, 101
202201211215, 108, 97
202201211230, 134, 120
202201211245, 109, 110
202201211300, 134, 122
202201211315, 108, 100
202201211330, 124, 95
202201211345, 115, 122
202201211400, 109, 97
202201211415, 112, 103
202201211430, 120, 102
202201211445, 117, 103
202201211500, 118, 100
202201211515, 108, 123
202201211530, 113, 102
202201211545, 112, 102
202201211600, 114, 98
202201211615, 118, 103
202201211630, 126, 123
202201211645, 127, 96
202201211700, 105, 119
202201211715, 124, 101
202201211730, 117, 112
202201211745, 122, 122
202201211800, 123, 107
202201211815, 133, 101
202201211830, 116, 104
202201211845, 130, 95
202201211900, 112, 112
202201211915, 113, 119
202201211930, 124, 105
202201211945, 116, 111
202201212000, 121, 112
202201212015, 128, 114
202201212030, 116, 106
202201212045, 110, 113
202201212100, 130, 117
202201212115, 107, 120
202201212130, 117, 124
202201212145, 131, 113
202201212200, 116, 99
202201212215, 123, 112
202201212230, 123, 107
202201212245, 120, 120
202201212300, 122, 100
202201212315, 130, 100
202201212330, 113, 114
202201212345, 118, 122
202201220000, 111, 112
202201220015, 113, 123
202201220030, 111, 108
202201220045, 109, 105
202201220100, 131, 106
202201220115, 127, 104
202201220130, 108, 115
202201220145, 134, 109
202201220200, 107, 96
202201220215, 116, 112
202201220230, 130, 105
202201220245, 122, 103
202201220300, 109, 97
202201220315, 117, 122
202201220330, 118, 97
202201220345, 131, 109
202201220400, 124, 123
202201220415, 112, 102
202201220430, 115, 112
202201220445, 114, 117
202201220500, 105, 103
202201220515, 129, 95
202201220530, 120, 124
202201220545, 126, 121
202201220600, 132, 110
202201220615, 122, 104
202201220630, 121, 107
202201220645, 120, 108
202201220700, 116, 97
202201220715, 116, 115
202201220730, 125, 124
202201220745, 106, 108
202201220800, 132, 115
202201220815, 111, 110
202201220830, 130, 109
202201220845, 130, 121
202201220900, 109, 106
202201220915, 108, 100
202201220930, 133, 101
202201220945, 114, 104
202201221000, 118, 118
202201221015, 127, 114
202201221030, 118, 113
202201221045, 110, 105
202201221100, 129, 124
202201221115, 109, 122
202201221130, 106, 124
202201221145, 120, 123
202201221200, 108, 118
202201221215, 109, 103
202201221230, 108, 113
202201221245, 120, 120
202201221300, 133, 97
202201221315, 129, 114
202201221330, 132, 105
202201221345, 113, 114
202201221400, 131, 103
202201221415, 120, 101
202201221430, 119, 101
202201221445, 128, 109
202201221500, 109, 119
202201221515, 110, 112
202201221530, 105, 112
202201221545, 106, 112
202201221600, 115, 100
202201221615, 109, 122
202201221630, 112, 120
202201221645, 125, 114
202201221700, 111, 99
202201221715, 111, 110
202201221730, 130, 122
202201221745, 133, 115
202201221800, 122, 123
202201221815, 123, 96
202201221830, 109, 107
202201221845, 121, 105
202201221900, 105, 96
202201221915, 133, 109
202201221930, 131, 122
202201221945, 107, 104
202201222000, 125, 98
202201222015, 122, 118
202201222030, 127, 105
202201222045, 131, 117
202201222100, 112, 114
202201222115, 109, 98
202201222130, 128, 118
202201222145, 126, 116
202201222200, 121, 124
202201222215, 127, 120
202201222230, 107, 111
202201222245, 122, 122
202201222300, 108, 110
202201222315, 109, 95
202201222330, 134, 119
202201222345, 110, 108
202201230000, 127, 110
202201230015, 128, 102
202201230030, 116, 115
202201230045, 129, 107
202201230100, 115, 106
202201230115, 130, 106
202201230130, 124, 106
202201230145, 121, 96
202201230200, 133, 121
202201230215, 112, 112
202201230230, 111, 96
202201230245, 113, 95
202201230300, 113, 122
202201230315, 118, 103
202201230330, 114, 122
202201230345, 120, 102
202201230400, 133, 106
202201230415, 106, 107
202201230430, 115, 107
202201230445, 122, 106
202201230500, 115, 102
202201230515, 117, 95
202201230530, 114, 96
202201230545, 107, 99
202201230600, 127, 104
202201230615, 116, 121
202201230630, 116, 111
202201230645, 119, 97
202201230700, 132, 118
202201230715, 129, 112
202201230730, 134, 120
202201230745, 130, 110
202201230800, 112, 99
202201230815, 121, 119
202201230830, 129, 103
202201230845, 107, 116
202201230900, 122, 123
202201230915, 108, 112
202201230930, 132, 107
202201230945, 108, 118
202201231000, 121, 100
202201231015, 133, 124
202201231030, 111, 100
202201231045, 127, 117
202201231100, 107, 115
202201231115, 123, 118
202201231130, 126, 120
202201231145, 132, 97
202201231200, 110, 102
202201231215, 108, 105
202201231230, 130, 123
202201231245, 126, 124
202201231300, 119, 97
202201231315, 109, 98
202201231330, 105, 118
202201231345, 114, 123
202201231400, 133, 101
202201231415, 132, 119
202201231430, 127, 99
202201231445, 124, 98
202201231500, 133, 104
202201231515, 121, 98
202201231530, 119, 118
202201231545, 130, 101
202201231600, 120, 101
202201231615, 129, 102
202201231630, 124, 107
202201231645, 105, 100
202201231700, 122, 99
202201231715, 123, 102
202201231730, 109, 100
202201231745, 122, 103
202201231800, 128, 100
202201231815, 128, 111
202201231830, 122, 117
202201231845, 121, 118
202201231900, 111, 117
202201231915, 106, 108
202201231930, 125, 117
202201231945, 132, 111
202201232000, 125, 96
202201232015, 110, 115
202201232030, 122, 120
202201232045, 124, 123
202201232100, 127, 98
202201232115, 114, 121
202201232130, 126, 109
202201232145, 132, 97
202201232200, 133, 121
202201232215, 130, 99
202201232230, 109, 112
202201232245, 120, 101
202201232300, 128, 111
202201232315, 128, 124
202201232330, 128, 124
202201232345, 110, 119
202201240000, 113, 121
202201240015, 110, 99
202201240030, 131, 116
202201240045, 120, 102
202201240100, 110, 107
202201240115, 121, 124
202201240130, 118, 96
202201240145, 120, 101
202201240200, 134, 109
202201240215, 123, 95
202201240230, 127, 104
202201240245, 119, 100
202201240300, 118, 103
202201240315, 113, 105
202201240330, 119, 120
202201240345, 124, 104
202201240400, 131, 106
202201240415, 123, 101
202201240430, 124, 117
202201240445, 133, 100
202201240500, 134, 97
202201240515, 133, 95
202201240530, 123, 116
202201240545, 112, 108
202201240600, 131, 98
202201240615, 118, 115
202201240630, 133, 100
202201240645, 121, 100
202201240700, 124, 119
202201240715, 121, 99
202201240730, 134, 104
202201240745, 123, 116
202201240800, 112, 122
202201240815, 130, 114
202201240830, 118, 114
202201240845, 118, 115
202201240900, 112, 108
202201240915, 132, 114
202201240930, 122, 124
202201240945, 125, 103
202201241000, 134, 111
202201241015, 113, 111
202201241030, 121, 106
202201241045, 113, 119
202201241100, 116, 99
202201241115, 113, 114
202201241130, 114, 107
202201241145, 108, 106
202201241200, 130, 102
202201241215, 121, 105
202201241230, 114, 108
202201241245, 116, 121
202201241300, 130, 114
202201241315, 130, 122
202201241330, 119, 110
202201241345, 107, 96
202201241400, 131, 124
202201241415, 116, 108
202201241430, 120, 118
202201241445, 115, 116
202201241500, 125, 112
202201241515, 118, 122
202201241530, 109, 108
202201241545, 126, 109
202201241600, 110, 121
202201241615, 111, 110
202201241630, 107, 96
202201241645, 107, 95
202201241700, 134, 100
202201241715, 117, 112
202201241730, 126, 102
202201241745, 123, 110
202201241800, 123, 123
202201241815, 122, 103
202201241830, 120, 103
202201241845, 117, 110
202201241900, 122, 100
202201241915, 109, 124
202201241930, 108, 103
202201241945, 124, 109
202201242000, 130, 123
202201242015, 126, 104
202201242030, 134, 104
202201242045, 133, 95
202201242100, 114, 114
202201242115, 126, 110
202201242130, 130, 114
202201242145, 112, 119
202201242200, 118, 123
202201242215, 127, 121
202201242230, 115, 118
202201242245, 125, 124
202201242300, 107, 118
202201242315, 134, 102
202201242330, 119, 102
202201242345, 124, 106
202201250000, 133, 108
202201250015, 128, 118
202201250030, 134, 100
202201250045, 119, 117
202201250100, 129, 115
202201250115, 113, 103
202201250130, 125, 98
202201250145, 111, 119
202201250200, 131, 104
202201250215, 113, 108
202201250230, 132, 119
202201250245, 113, 123
202201250300, 132, 111
202201250315, 121, 111
202201250330, 109, 123
202201250345, 108, 105
202201250400, 122, 117
202201250415, 110, 109
202201250430, 113, 103
202201250445, 121, 107
202201250500, 127, 96
202201250515, 123, 99
202201250530, 119, 119
202201250545, 112, 118
202201250600, 128, 118
202201250615, 125, 111
202201250630, 110, 101
202201250645, 126, 110
202201250700, 128, 100
202201250715, 115, 118
202201250730, 113, 118
202201250745, 120, 96
202201250800, 105, 107
202201250815, 106, 118
202201250830, 108, 106
202201250845, 127, 123
202201250900, 129, 101
202201250915, 118, 112
202201250930, 110, 108
202201250945, 106, 120
202201251000, 131, 100
202201251015, 111, 107
202201251030, 111, 121
202201251045, 122, 110
202201251100, 134, 101
202201251115, 127, 111
202201251130, 122, 118
202201251145, 132, 99
202201251200, 130, 105
202201251215, 107, 107
202201251230, 120, 99
202201251245, 115, 117
202201251300, 127, 95
202201251315, 131, 108
202201251330, 115, 105
202201251345, 123, 109
202201251400, 109, 111
202201251415, 131, 98
202201251430, 115, 116
202201251445, 109, 98
202201251500, 132, 106
202201251515, 116, 123
202201251530, 133, 121
202201251545, 125, 100
202201251600, 118, 118
202201251615, 105, 110
202201251630, 115, 95
202201251645, 121, 105
202201251700, 108, 95
202201251715, 116, 104
202201251730, 128, 115
202201251745, 106, 116
202201251800, 113, 123
202201251815, 128, 100
202201251830, 133, 117
202201251845, 110, 103
202201251900, 117, 104
202201251915, 110, 121
202201251930, 111, 108
202201251945, 133, 121
202201252000, 105, 101
202201252015, 132, 102
202201252030, 111, 105
202201252045, 124, 121
202201252100, 106, 121
202201252115, 131, 95
202201252130, 119, 107
202201252145, 126, 111
202201252200, 120, 98
202201252215, 107, 100
202201252230, 123, 104
202201252245, 124, 120
202201252300, 126, 122
202201252315, 118, 107
202201252330, 130, 99
202201252345, 128, 106
202201260000, 118, 102
202201260015, 127, 102
202201260030, 121, 123
202201260045, 112, 99
202201260100, 132, 102
202201260115, 125, 112
202201260130, 121, 111
202201260145, 119, 96
202201260200, 129, 103
202201260215, 106, 101
202201260230, 122, 108
202201260245, 129, 119
202201260300, 107, 95
202201260315, 109, 106
202201260330, 118, 121
202201260345, 116, 113
202201260400, 116, 118
202201260415, 117, 102
202201260430, 134, 121
202201260445, 106, 102
202201260500, 107, 111
202201260515, 123, 95
202201260530, 105, 116
202201260545, 124, 105
202201260600, 125, 119
202201260615, 119, 103
202201260630, 120, 113
202201260645, 127, 124
202201260700, 133, 121
202201260715, 131, 119
202201260730, 112, 97
202201260745, 115, 111
202201260800, 121, 101
202201260815, 106, 118
202201260830, 125, 113
202201260845, 130, 105
202201260900, 108, 96
202201260915, 112, 122
202201260930, 125, 108
202201260945, 123, 101
202201261000, 109, 99
202201261015, 112, 114
202201261030, 130, 124
202201261045, 133, 104
202201261100, 124, 122
202201261115, 123, 109
202201261130, 121, 115
202201261145, 112, 112
202201261200, 114, 117
202201261215, 121, 100
202201261230, 120, 110
202201261245, 121, 107
202201261300, 105, 120
202201261315, 129, 118
202201261330, 132, 117
202201261345, 129, 123
202201261400, 105, 117
202201261415, 120, 112
202201261430, 133, 111
202201261445, 113, 97
202201261500, 123, 102
202201261515, 111, 104
202201261530, 127, 112
202201261545, 127, 111
202201261600, 131, 108
202201261615, 128, 123
202201261630, 125, 109
202201261645, 117, 111
202201261700, 133, 100
202201261715, 113, 110
202201261730, 129, 101
202201261745, 120, 116
202201261800, 123, 119
202201261815, 114, 122
202201261830, 121, 116
202201261845, 114, 109
202201261900, 122, 96
202201261915, 123, 101
202201261930, 115, 117
202201261945, 130, 101
202201262000, 116, 113
202201262015, 107, 120
202201262030, 128, 99
202201262045, 114, 124
202201262100, 110, 95
202201262115, 118, 124
202201262130, 120, 103
202201262145, 116, 114
202201262200, 113, 95
202201262215, 132, 111
202201262230, 132, 108
202201262245, 109, 110
202201262300, 120, 108
202201262315, 111, 109
202201262330, 130, 123
202201262345, 132, 97
202201270000, 122, 122
202201270015, 128, 108
202201270030, 114, 105
202201270045, 120, 115
202201270100, 133, 123
202201270115, 134, 102
202201270130, 116, 122
202201270145, 114, 104
202201270200, 105, 113
202201270215, 125, 119
202201270230, 114, 120
202201270245, 127, 109
202201270300, 118, 111
202201270315, 134, 98
202201270330, 105, 108
202201270345, 129, 121
202201270400, 121, 109
202201270415, 129, 101
202201270430, 129, 122
202201270445, 133, 99
202201270500, 123, 109
202201270515, 113, 117
202201270530, 105, 106
202201270545, 107, 119
202201270600, 108, 123
202201270615, 123, 100
202201270630, 125, 97
202201270645, 111, 108
202201270700, 120, 119
202201270715, 106, 99
202201270730, 129, 97
202201270745, 126, 96
202201270800, 129, 112
