Organization : org3
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh>, <energy production in MWh>
202201140330, 188, 131
202201140345, 193, 150
202201140400, 177, 140
202201140415, 190, 127
202201140430, 182, 132
202201140445, 193, 145
202201140500, 182, 136
202201140515, 187, 129
202201140530, 167, 138
202201140545, 188, 134
202201140600, 175, 138
202201140615, 170, 138
202201140630, 175, 125
202201140645, 171, 151
202201140700, 175, 138
202201140715, 183, 140
202201140730, 190, 141
202201140745, 168, 145
202201140800, 179, 139
202201140815, 174, 137
202201140830, 168, 142
202201140845, 181, 144
202201140900, 168, 140
202201140915, 170, 133
202201140930, 189, 136
202201140945, 170, 139
202201141000, 167, 127
202201141015, 193, 125
202201141030, 186, 145
202201141045, 168, 141
202201141100, 166, 152
202201141115, 189, 131
202201141130, 184, 145
202201141145, 194, 134
202201141200, 165, 135
202201141215, 179, 130
202201141230, 175, 147
202201141245, 180, 145
202201141300, 174, 133
202201141315, 187, 132
202201141330, 176, 130
202201141345, 187, 137
202201141400, 185, 150
202201141415, 170, 140
202201141430, 170, 131
202201141445, 185, 141
202201141500, 178, 129
202201141515, 188, 128
202201141530, 192, 125
202201141545, 165, 139
202201141600, 191, 145
202201141615, 192, 126
202201141630, 182, 130
202201141645, 187, 154
202201141700, 192, 154
202201141715, 175, 144
202201141730, 167, 151
202201141745, 181, 141
202201141800, 184, 140
202201141815, 175, 135
202201141830, 167, 141
202201141845, 178, 135
202201141900, 184, 147
202201141915, 190, 153
202201141930, 179, 130
202201141945, 176, 126
202201142000, 173, 133
202201142015, 165, 150
202201142030, 180, 142
202201142045, 175, 151
202201142100, 167, 148
202201142115, 175, 125
202201142130, 188, 144
202201142145, 182, 132
202201142200, 166, 135
202201142215, 176, 140
202201142230, 167, 145
202201142245, 171, 149
202201142300, 176, 128
202201142315, 172, 151
202201142330, 189, 136
202201142345, 170, 143
202201150000, 176, 139
202201150015, 171, 143
202201150030, 169, 136
202201150045, 176, 131
202201150100, 185, 125
202201150115, 167, 126
202201150130, 166, 126
202201150145, 187, 140
202201150200, 188, 144
202201150215, 178, 127
202201150230, 190, 141
202201150245, 172, 134
202201150300, 184, 129
202201150315, 181, 133
202201150330, 194, 143
202201150345, 169, 134
202201150400, 193, 128
202201150415, 175, 130
202201150430, 165, 135
202201150445, 190, 146
202201150500, 186, 130
202201150515, 179, 150
202201150530, 192, 140
202201150545, 172, 133
202201150600, 190, 143
202201150615, 194, 151
202201150630, 187, 132
202201150645, 178, 150
202201150700, 167, 148
202201150715, 194, 150
202201150730, 191, 152
202201150745, 175, 126
202201150800, 171, 151
202201150815, 175, 139
202201150830, 175, 128
202201150845, 183, 132
202201150900, 194, 134
202201150915, 183, 138
202201150930, 175, 135
202201150945, 190, 136
202201151000, 185, 140
202201151015, 171, 128
202201151030, 194, 133
202201151045, 194, 129
202201151100, 177, 131
202201151115, 184, 131
202201151130, 166, 143
202201151145, 186, 148
202201151200, 165, 142
202201151215, 175, 141
202201151230, 166, 146
202201151245, 180, 148
202201151300, 173, 130
202201151315, 181, 132
202201151330, 176, 135
202201151345, 165, 130
202201151400, 182, 146
202201151415, 180, 151
202201151430, 182, 149
202201151445, 189, 139
202201151500, 168, 129
202201151515, 176, 146
202201151530, 192, 144
202201151545, 166, 139
202201151600, 181, 154
202201151615, 177, 143
202201151630, 184, 135
202201151645, 170, 148
202201151700, 167, 128
202201151715, 175, 137
202201151730, 167, 150
202201151745, 190, 136
202201151800, 166, 137
202201151815, 179, 132
202201151830, 176, 149
202201151845, 174, 134
202201151900, 165, 148
202201151915, 183, 140
202201151930, 183, 133
202201151945, 194, 133
202201152000, 184, 131
202201152015, 189, 130
202201152030, 177, 147
202201152045, 167, 149
202201152100, 183, 134
202201152115, 188, 143
202201152130, 185, 131
202201152145, 184, 133
202201152200, 186, 148
202201152215, 172, 139
202201152230, 182, 133
202201152245, 176, 148
202201152300, 166, 144
202201152315, 179, 133
202201152330, 173, 147
202201152345, 179, 133
202201160000, 177, 146
202201160015, 184, 138
202201160030, 180, 142
202201160045, 194, 151
202201160100, 178, 128
202201160115, 168, 154
202201160130, 169, 151
202201160145, 194, 141
202201160200, 166, 136
202201160215, 165, 132
202201160230, 176, 127
202201160245, 178, 143
202201160300, 171, 151
202201160315, 166, 126
202201160330, 170, 144
202201160345, 187, 140
202201160400, 170, 150
202201160415, 168, 138
202201160430, 177, 139
202201160445, 171, 134
202201160500, 176, 138
202201160515, 180, 126
202201160530, 170, 154
202201160545, 165, 128
202201160600, 175, 138
202201160615, 184, 148
202201160630, 189, 139
202201160645, 181, 132
202201160700, 187, 153
202201160715, 165, 143
202201160730, 186, 137
202201160745, 166, 154
202201160800, 185, 135
202201160815, 180, 129
202201160830, 167, 151
202201160845, 193, 152
202201160900, 193, 136
202201160915, 165, 125
202201160930, 193, 125
202201160945, 171, 131
202201161000, 177, 143
202201161015, 166, 145
202201161030, 175, 150
202201161045, 191, 142
202201161100, 178, 154
202201161115, 187, 135
202201161130, 170, 146
202201161145, 193, 147
202201161200, 186, 140
202201161215, 188, 151
202201161230, 190, 130
202201161245, 180, 137
202201161300, 187, 146
202201161315, 167, 126
202201161330, 187, 149
202201161345, 165, 137
202201161400, 167, 146
202201161415, 180, 146
202201161430, 184, 127
202201161445, 166, 137
202201161500, 188, 128
202201161515, 169, 151
202201161530, 186, 126
202201161545, 176, 153
202201161600, 174, 147
202201161615, 173, 150
202201161630, 165, 149
202201161645, 194, 139
202201161700, 188, 126
202201161715, 168, 132
202201161730, 173, 150
202201161745, 180, 146
202201161800, 181, 137
202201161815, 180, 152
202201161830, 169, 141
202201161845, 191, 147
202201161900, 172, 149
202201161915, 175, 154
202201161930, 171, 137
202201161945, 185, 145
202201162000, 167, 143
202201162015, 174, 149
202201162030, 189, 131
202201162045, 191, 135
202201162100, 190, 126
202201162115, 167, 126
202201162130, 171, 128
202201162145, 188, 147
202201162200, 169, 126
202201162215, 190, 136
202201162230, 190, 129
202201162245, 186, 138
202201162300, 178, 140
202201162315, 192, 153
202201162330, 186, 128
202201162345, 190, 134
202201170000, 190, 127
202201170015, 178, 135
202201170030, 185, 148
202201170045, 192, 130
202201170100, 181, 147
202201170115, 189, 127
202201170130, 189, 139
202201170145, 174, 148
202201170200, 168, 154
202201170215, 183, 154
202201170230, 178, 151
202201170245, 176, 133
202201170300, 191, 152
202201170315, 185, 141
202201170330, 185, 136
202201170345, 181, 129
202201170400, 177, 150
202201170415, 176, 144
202201170430, 186, 152
202201170445, 180, 125
202201170500, 192, 131
202201170515, 172, 134
202201170530, 182, 152
202201170545, 169, 146
202201170600, 194, 132
202201170615, 194, 132
202201170630, 194, 146
202201170645, 190, 149
202201170700, 169, 151
202201170715, 179, 142
202201170730, 171, 139
202201170745, 194, 142
202201170800, 194, 154
202201170815, 182, 132
202201170830, 184, 133
202201170845, 193, 145
202201170900, 178, 132
202201170915, 185, 153
202201170930, 190, 125
202201170945, 183, 149
202201171000, 180, 154
202201171015, 168, 143
202201171030, 187, 129
202201171045, 179, 129
202201171100, 173, 154
202201171115, 169, 132
202201171130, 194, 138
202201171145, 185, 141
202201171200, 190, 131
202201171215, 169, 143
202201171230, 171, 130
202201171245, 169, 133
202201171300, 192, 154
202201171315, 193, 141
202201171330, 175, 128
202201171345, 180, 141
202201171400, 173, 151
202201171415, 194, 145
202201171430, 177, 147
202201171445, 179, 137
202201171500, 185, 142
202201171515, 188, 136
202201171530, 176, 137
202201171545, 166, 129
202201171600, 178, 146
202201171615, 191, 133
202201171630, 186, 130
202201171645, 169, 151
202201171700, 183, 148
202201171715, 187, 125
202201171730, 170, 153
202201171745, 183, 154
202201171800, 176, 148
202201171815, 181, 132
202201171830, 189, 143
202201171845, 186, 130
202201171900, 179, 137
202201171915, 167, 127
202201171930, 189, 149
202201171945, 186, 151
202201172000, 188, 128
202201172015, 192, 150
202201172030, 179, 142
202201172045, 177, 132
202201172100, 179, 136
202201172115, 182, 130
202201172130, 178, 125
202201172145, 166, 131
202201172200, 179, 146
202201172215, 184, 147
202201172230, 169, 125
202201172245, 169, 150
202201172300, 187, 146
202201172315, 190, 134
202201172330, 169, 130
202201172345, 166, 143
202201180000, 185, 128
202201180015, 169, 144
202201180030, 170, 149
202201180045, 193, 135
202201180100, 184, 135
202201180115, 167, 150
202201180130, 165, 139
202201180145, 172, 152
202201180200, 190, 148
202201180215, 186, 125
202201180230, 183, 142
202201180245, 171, 132
202201180300, 167, 144
202201180315, 175, 135
202201180330, 166, 154
202201180345, 180, 151
202201180400, 175, 140
202201180415, 191, 136
202201180430, 191, 146
202201180445, 168, 130
202201180500, 189, 140
202201180515, 188, 151
202201180530, 177, 143
202201180545, 175, 141
202201180600, 181, 142
202201180615, 173, 126
202201180630, 191, 148
202201180645, 192, 153
202201180700, 168, 128
202201180715, 193, 133
202201180730, 189, 133
202201180745, 177, 125
202201180800, 181, 141
202201180815, 177, 141
202201180830, 166, 152
202201180845, 180, 148
202201180900, 186, 147
202201180915, 169, 144
202201180930, 185, 130
202201180945, 184, 137
202201181000, 173, 145
202201181015, 187, 144
202201181030, 166, 131
202201181045, 179, 125
202201181100, 165, 146
202201181115, 172, 150
202201181130, 178, 148
202201181145, 179, 128
202201181200, 187, 132
202201181215, 176, 151
202201181230, 181, 154
202201181245, 193, 150
202201181300, 186, 144
202201181315, 193, 150
202201181330, 166, 138
202201181345, 166, 132
202201181400, 169, 151
202201181415, 179, 134
202201181430, 175, 140
202201181445, 191, 152
202201181500, 177, 131
202201181515, 176, 140
202201181530, 176, 141
202201181545, 188, 145
202201181600, 176, 154
202201181615, 185, 133
202201181630, 166, 149
202201181645, 187, 142
202201181700, 193, 137
202201181715, 192, 136
202201181730, 180, 136
202201181745, 184, 147
202201181800, 183, 142
202201181815, 172, 128
202201181830, 170, 152
202201181845, 166, 125
202201181900, 191, 131
202201181915, 179, 136
202201181930, 181, 140
202201181945, 181, 154
202201182000, 169, 126
202201182015, 170, 150
202201182030, 186, 132
202201182045, 182, 128
202201182100, 165, 143
202201182115, 180, 145
202201182130, 194, 133
202201182145, 168, 141
202201182200, 191, 151
202201182215, 188, 131
202201182230, 178, 149
202201182245, 165, 129
202201182300, 182, 149
202201182315, 186, 148
202201182330, 191, 136
202201182345, 172, 142
202201190000, 192, 145
202201190015, 183, 129
202201190030, 185, 145
202201190045, 167, 140
202201190100, 193, 134
202201190115, 171, 139
202201190130, 181, 146
202201190145, 169, 126
202201190200, 168, 137
202201190215, 184, 139
202201190230, 166, 131
202201190245, 177, 150
202201190300, 188, 125
202201190315, 169, 133
202201190330, 186, 126
202201190345, 186, 151
202201190400, 166, 131
202201190415, 166, 144
202201190430, 182, 140
202201190445, 193, 142
202201190500, 173, 152
202201190515, 179, 128
202201190530, 168, 141
202201190545, 168, 148
202201190600, 180, 133
202201190615, 177, 144
202201190630, 176, 150
202201190645, 169, 143
202201190700, 186, 125
202201190715, 188, 145
202201190730, 187, 140
202201190745, 178, 143
202201190800, 184, 141
202201190815, 187, 127
202201190830, 181, 125
202201190845, 191, 150
202201190900, 179, 148
202201190915, 169, 142
202201190930, 191, 131
202201190945, 183, 153
202201191000, 182, 153
202201191015, 194, 138
202201191030, 171, 133
202201191045, 167, 153
202201191100, 169, 152
202201191115, 179, 151
202201191130, 178, 152
202201191145, 186, 151
202201191200, 180, 151
202201191215, 185, 153
202201191230, 176, 150
202201191245, 179, 144
202201191300, 176, 148
202201191315, 175, 129
202201191330, 177, 129
202201191345, 169, 142
202201191400, 193, 149
202201191415, 186, 140
202201191430, 176, 131
202201191445, 191, 152
202201191500, 191, 149
202201191515, 182, 150
202201191530, 188, 135
202201191545, 193, 132
202201191600, 191, 127
202201191615, 192, 144
202201191630, 193, 134
202201191645, 182, 154
202201191700, 190, 129
202201191715, 166, 133
202201191730, 169, 126
202201191745, 194, 152
202201191800, 192, 148
202201191815, 182, 130
202201191830, 181, 135
202201191845, 189, 134
202201191900, 179, 141
202201191915, 167, 143
202201191930, 194, 130
202201191945, 174, 147
202201192000, 190, 137
202201192015, 168, 152
202201192030, 182, 126
202201192045, 177, 148
202201192100, 185, 141
202201192115, 189, 149
202201192130, 169, 139
202201192145, 165, 127
202201192200, 188, 147
202201192215, 175, 149
202201192230, 185, 148
202201192245, 173, 129
202201192300, 171, 153
202201192315, 181, 136
202201192330, 194, 152
202201192345, 169, 152
202201200000, 186, 128
202201200015, 176, 140
202201200030, 188, 126
202201200045, 169, 127
202201200100, 181, 151
202201200115, 190, 141
202201200130, 169, 147
202201200145, 165, 125
202201200200, 187, 142
202201200215, 173, 153
202201200230, 172, 154
202201200245, 180, 150
202201200300, 180, 127
202201200315, 175, 134
202201200330, 166, 143
202201200345, 178, 148
202201200400, 178, 142
202201200415, 194, 138
202201200430, 179, 153
202201200445, 193, 127
202201200500, 189, 126
202201200515, 191, 129
202201200530, 175, 130
202201200545, 183, 130
202201200600, 175, 142
202201200615, 180, 138
202201200630, 172, 127
202201200645, 184, 147
202201200700, 175, 143
202201200715, 179, 149
202201200730, 183, 145
202201200745, 175, 131
202201200800, 179, 137
202201200815, 175, 128
202201200830, 168, 132
202201200845, 190, 132
202201200900, 187, 152
202201200915, 190, 126
202201200930, 165, 150
202201200945, 184, 143
202201201000, 188, 136
202201201015, 189, 126
202201201030, 180, 135
202201201045, 191, 143
202201201100, 192, 138
202201201115, 168, 138
202201201130, 185, 150
202201201145, 190, 142
202201201200, 192, 144
202201201215, 179, 140
202201201230, 193, 140
202201201245, 175, 147
202201201300, 189, 126
202201201315, 167, 149
202201201330, 180, 133
202201201345, 189, 144
202201201400, 182, 136
202201201415, 185, 129
202201201430, 178, 150
202201201445, 180, 152
202201201500, 184, 139
202201201515, 169, 135
202201201530, 182, 145
202201201545, 191, 131
202201201600, 179, 145
202201201615, 186, 131
202201201630, 190, 147
202201201645, 190, 150
202201201700, 185, 138
202201201715, 191, 145
202201201730, 194, 143
202201201745, 185, 144
202201201800, 180, 134
202201201815, 193, 150
202201201830, 167, 148
202201201845, 187, 146
202201201900, 168, 138
202201201915, 188, 133
202201201930, 173, 154
202201201945, 188, 146
202201202000, 184, 129
202201202015, 168, 129
202201202030, 167, 128
202201202045, 168, 131
202201202100, 186, 135
202201202115, 167, 134
202201202130, 187, 151
202201202145, 179, 152
202201202200, 186, 153
202201202215, 188, 136
202201202230, 190, 142
202201202245, 181, 143
202201202300, 181, 148
202201202315, 179, 140
202201202330, 165, 152
202201202345, 169, 127
202201210000, 165, 154
202201210015, 176, 129
202201210030, 165, 150
202201210045, 166, 141
202201210100, 187, 127
202201210115, 173, 137
202201210130, 173, 137
202201210145, 170, 151
202201210200, 191, 154
202201210215, 183, 138
202201210230, 175, 132
202201210245, 184, 127
202201210300, 174, 126
202201210315, 183, 132
202201210330, 186, 149
202201210345, 179, 149
202201210400, 167, 140
202201210415, 187, 153
202201210430, 180, 153
202201210445, 174, 138
202201210500, 176, 129
202201210515, 177, 129
202201210530, 181, 131
202201210545, 180, 152
202201210600, 169, 142
202201210615, 165, 145
202201210630, 171, 150
202201210645, 188, 136
202201210700, 177, 154
202201210715, 165, 134
202201210730, 189, 136
202201210745, 185, 125
202201210800, 190, 152
202201210815, 188, 131
202201210830, 184, 135
202201210845, 179, 151
202201210900, 180, 145
202201210915, 167, 141
202201210930, 179, 148
202201210945, 170, 149
202201211000, 194, 131
202201211015, 167, 140
202201211030, 183, 131
202201211045, 185, 132
202201211100, 193, 150
202201211115, 181, 125
202201211130, 186, 136
202201211145, 179, 145
202201211200, 187, 153
202201211215, 187, 141
202201211230, 189, 142
202201211245, 168, 125
202201211300, 174, 132
202201211315, 181, 126
202201211330, 181, 131
202201211345, 188, 152
202201211400, 191, 146
202201211415, 188, 136
202201211430, 193, 139
202201211445, 167, 138
202201211500, 172, 141
202201211515, 165, 140
202201211530, 180, 149
202201211545, 166, 132
202201211600, 180, 153
202201211615, 174, 144
202201211630, 176, 137
202201211645, 183, 137
202201211700, 193, 153
202201211715, 183, 138
202201211730, 185, 149
202201211745, 189, 145
202201211800, 191, 133
202201211815, 194, 143
202201211830, 175, 133
202201211845, 165, 131
202201211900, 191, 130
202201211915, 189, 131
202201211930, 166, 148
202201211945, 194, 140
202201212000, 190, 129
202201212015, 186, 143
202201212030, 184, 148
202201212045, 186, 147
202201212100, 187, 144
202201212115, 192, 152
202201212130, 193, 141
202201212145, 176, 132
202201212200, 185, 142
202201212215, 175, 140
202201212230, 165, 150
202201212245, 189, 135
202201212300, 189, 148
202201212315, 169, 141
202201212330, 184, 146
202201212345, 183, 150
202201220000, 189, 148
202201220015, 178, 135
202201220030, 189, 137
202201220045, 165, 152
202201220100, 169, 153
202201220115, 179, 139
202201220130, 183, 148
202201220145, 188, 154
202201220200, 187, 133
202201220215, 165, 145
202201220230, 186, 138
202201220245, 173, 138
202201220300, 181, 139
202201220315, 165, 142
202201220330, 183, 137
202201220345, 188, 129
202201220400, 167, 146
202201220415, 176, 126
202201220430, 185, 142
202201220445, 187, 127
202201220500, 193, 126
202201220515, 172, 125
202201220530, 178, 127
202201220545, 183, 144
202201220600, 168, 133
202201220615, 182, 130
202201220630, 189, 133
202201220645, 170, 130
202201220700, 168, 151
202201220715, 191, 135
202201220730, 193, 129
202201220745, 179, 148
202201220800, 179, 144
202201220815, 166, 146
202201220830, 185, 127
202201220845, 167, 131
202201220900, 178, 128
202201220915, 175, 125
202201220930, 189, 137
202201220945, 185, 125
202201221000, 193, 153
202201221015, 182, 147
202201221030, 176, 125
202201221045, 194, 133
202201221100, 191, 145
202201221115, 184, 146
202201221130, 172, 141
202201221145, 170, 126
202201221200, 187, 147
202201221215, 177, 151
202201221230, 185, 154
202201221245, 167, 154
202201221300, 179, 138
202201221315, 176, 154
202201221330, 179, 135
202201221345, 173, 151
202201221400, 174, 154
202201221415, 173, 151
202201221430, 192, 150
202201221445, 176, 152
202201221500, 180, 130
202201221515, 173, 129
202201221530, 176, 140
202201221545, 193, 139
202201221600, 172, 154
202201221615, 180, 138
202201221630, 169, 130
202201221645, 165, 133
202201221700, 193, 127
202201221715, 173, 154
202201221730, 172, 140
202201221745, 189, 131
202201221800, 169, 148
202201221815, 178, 132
202201221830, 165, 133
202201221845, 194, 139
202201221900, 173, 133
202201221915, 190, 142
202201221930, 193, 142
202201221945, 166, 141
202201222000, 168, 126
202201222015, 175, 150
202201222030, 178, 135
202201222045, 166, 128
202201222100, 172, 154
202201222115, 169, 148
202201222130, 176, 137
202201222145, 183, 139
202201222200, 183, 140
202201222215, 168, 127
202201222230, 177, 125
202201222245, 194, 137
202201222300, 166, 141
202201222315, 180, 141
202201222330, 179, 138
202201222345, 188, 142
202201230000, 192, 137
202201230015, 184, 140
202201230030, 172, 141
202201230045, 186, 147
202201230100, 169, 132
202201230115, 187, 131
202201230130, 184, 143
202201230145, 192, 139
202201230200, 194, 141
202201230215, 189, 131
202201230230, 166, 138
202201230245, 173, 131
202201230300, 185, 132
202201230315, 168, 127
202201230330, 175, 138
202201230345, 169, 142
202201230400, 187, 148
202201230415, 179, 153
202201230430, 186, 126
202201230445, 169, 154
202201230500, 187, 128
202201230515, 180, 148
202201230530, 180, 150
202201230545, 194, 142
202201230600, 166, 127
202201230615, 189, 147
202201230630, 172, 140
202201230645, 185, 146
202201230700, 180, 126
202201230715, 187, 136
202201230730, 186, 143
202201230745, 172, 148
202201230800, 191, 127
202201230815, 188, 142
202201230830, 193, 144
202201230845, 191, 152
202201230900, 175, 131
202201230915, 186, 152
202201230930, 179, 134
202201230945, 176, 140
202201231000, 176, 139
202201231015, 179, 150
202201231030, 166, 135
202201231045, 187, 128
202201231100, 191, 132
202201231115, 189, 148
202201231130, 182, 127
202201231145, 173, 140
202201231200, 179, 141
202201231215, 194, 142
202201231230, 173, 147
202201231245, 194, 153
202201231300, 177, 147
202201231315, 185, 128
202201231330, 186, 133
202201231345, 177, 130
202201231400, 194, 146
202201231415, 175, 148
202201231430, 181, 138
202201231445, 165, 127
202201231500, 184, 154
202201231515, 190, 127
202201231530, 185, 146
202201231545, 166, 152
202201231600, 171, 142
202201231615, 178, 142
202201231630, 184, 141
202201231645, 175, 154
202201231700, 179, 146
202201231715, 176, 132
202201231730, 182, 134
202201231745, 178, 125
202201231800, 178, 154
202201231815, 189, 154
202201231830, 180, 141
202201231845, 176, 149
202201231900, 166, 134
202201231915, 181, 152
202201231930, 185, 135
202201231945, 167, 141
202201232000, 176, 148
202201232015, 175, 147
202201232030, 194, 137
202201232045, 193, 128
202201232100, 174, 129
202201232115, 175, 150
202201232130, 181, 125
202201232145, 186, 153
202201232200, 183, 138
202201232215, 192, 130
202201232230, 177, 141
202201232245, 177, 133
202201232300, 168, 129
202201232315, 165, 143
202201232330, 192, 144
202201232345, 171, 154
202201240000, 188, 136
202201240015, 184, 139
202201240030, 180, 131
202201240045, 189, 139
202201240100, 194, 141
202201240115, 173, 143
202201240130, 178, 141
202201240145, 192, 136
202201240200, 190, 134
202201240215, 167, 139
202201240230, 176, 142
202201240245, 177, 146
202201240300, 180, 147
202201240315, 188, 152
202201240330, 183, 147
202201240345, 178, 147
202201240400, 182, 144
202201240415, 183, 150
202201240430, 179, 151
202201240445, 189, 133
202201240500, 187, 128
202201240515, 168, 132
202201240530, 194, 135
202201240545, 165, 131
202201240600, 169, 147
202201240615, 178, 135
202201240630, 185, 134
202201240645, 169, 125
202201240700, 183, 152
202201240715, 181, 152
202201240730, 167, 146
202201240745, 178, 151
202201240800, 177, 154
202201240815, 178, 139
202201240830, 191, 147
202201240845, 192, 131
202201240900, 167, 137
202201240915, 183, 137
202201240930, 182, 154
202201240945, 176, 127
202201241000, 183, 130
202201241015, 190, 152
202201241030, 168, 126
202201241045, 170, 138
202201241100, 178, 129
202201241115, 192, 130
202201241130, 183, 126
202201241145, 184, 146
202201241200, 178, 131
202201241215, 186, 145
202201241230, 178, 132
202201241245, 172, 153
202201241300, 184, 154
202201241315, 186, 152
202201241330, 177, 138
202201241345, 188, 149
202201241400, 166, 138
202201241415, 170, 149
202201241430, 191, 154
202201241445, 183, 153
202201241500, 166, 144
202201241515, 168, 134
202201241530, 188, 154
202201241545, 180, 146
202201241600, 194, 130
202201241615, 182, 131
202201241630, 169, 141
202201241645, 169, 126
202201241700, 171, 132
202201241715, 193, 128
202201241730, 176, 134
202201241745, 175, 130
202201241800, 171, 127
202201241815, 189, 145
202201241830, 183, 148
202201241845, 190, 140
202201241900, 178, 135
202201241915, 165, 153
202201241930, 175, 133
202201241945, 188, 133
202201242000, 172, 125
202201242015, 185, 137
202201242030, 187, 143
202201242045, 172, 126
202201242100, 192, 136
202201242115, 177, 146
202201242130, 171, 136
202201242145, 179, 147
202201242200, 189, 151
202201242215, 177, 133
202201242230, 184, 127
202201242245, 173, 137
202201242300, 165, 138
202201242315, 182, 152
202201242330, 177, 136
202201242345, 165, 147
202201250000, 187, 131
202201250015, 188, 136
202201250030, 190, 145
202201250045, 190, 152
202201250100, 173, 143
202201250115, 187, 139
202201250130, 180, 142
202201250145, 179, 132
202201250200, 186, 128
202201250215, 167, 141
202201250230, 176, 154
202201250245, 177, 141
202201250300, 188, 133
202201250315, 170, 126
202201250330, 188, 151
202201250345, 173, 149
202201250400, 191, 137
202201250415, 194, 138
202201250430, 175, 125
202201250445, 191, 139
202201250500, 188, 132
202201250515, 189, 148
202201250530, 174, 151
202201250545, 173, 144
202201250600, 187, 152
202201250615, 181, 140
202201250630, 176, 145
202201250645, 170, 140
202201250700, 168, 132
202201250715, 191, 136
202201250730, 165, 149
202201250745, 191, 133
202201250800, 168, 130
202201250815, 193, 143
202201250830, 191, 138
202201250845, 167, 127
202201250900, 186, 153
202201250915, 184, 147
202201250930, 176, 125
202201250945, 183, 135
202201251000, 168, 128
202201251015, 186, 125
202201251030, 183, 146
202201251045, 169, 140
202201251100, 176, 136
202201251115, 191, 141
202201251130, 172, 140
202201251145, 194, 148
202201251200, 190, 149
202201251215, 172, 143
202201251230, 180, 129
202201251245, 165, 128
202201251300, 186, 149
202201251315, 166, 153
202201251330, 181, 137
202201251345, 180, 142
202201251400, 165, 129
202201251415, 184, 139
202201251430, 179, 130
202201251445, 172, 146
202201251500, 172, 144
202201251515, 175, 140
202201251530, 194, 152
202201251545, 172, 131
202201251600, 179, 130
202201251615, 186, 144
202201251630, 165, 154
202201251645, 176, 128
202201251700, 171, 152
202201251715, 182, 133
202201251730, 167, 126
202201251745, 185, 145
202201251800, 190, 151
202201251815, 184, 151
202201251830, 172, 147
202201251845, 185, 125
202201251900, 174, 153
202201251915, 193, 138
202201251930, 171, 139
202201251945, 166, 141
202201252000, 189, 129
202201252015, 193, 154
202201252030, 174, 152
202201252045, 189, 132
202201252100, 168, 148
202201252115, 174, 126
202201252130, 167, 153
202201252145, 191, 139
202201252200, 171, 146
202201252215, 180, 150
202201252230, 177, 149
202201252245, 186, 132
202201252300, 171, 131
202201252315, 166, 134
202201252330, 175, 139
202201252345, 186, 144
202201260000, 194, 128
202201260015, 171, 151
202201260030, 169, 128
202201260045, 193, 144
202201260100, 183, 140
202201260115, 166, 147
202201260130, 190, 127
202201260145, 188, 139
202201260200, 177, 131
202201260215, 192, 125
202201260230, 184, 132
202201260245, 184, 146
202201260300, 176, 136
202201260315, 189, 125
202201260330, 187, 153
202201260345, 178, 154
202201260400, 165, 128
202201260415, 182, 150
202201260430, 182, 126
202201260445, 183, 131
202201260500, 168, 125
202201260515, 175, 142
202201260530, 188, 139
202201260545, 181, 147
202201260600, 184, 127
202201260615, 185, 139
202201260630, 178, 148
202201260645, 176, 153
202201260700, 168, 137
202201260715, 170, 146
202201260730, 187, 137
202201260745, 174, 127
202201260800, 171, 150
202201260815, 177, 126
202201260830, 194, 130
202201260845, 174, 142
202201260900, 194, 138
202201260915, 192, 132
202201260930, 170, 133
202201260945, 188, 140
202201261000, 173, 125
202201261015, 167, 149
202201261030, 167, 142
202201261045, 168, 154
202201261100, 170, 138
202201261115, 169, 137
202201261130, 168, 145
202201261145, 187, 133
202201261200, 190, 154
202201261215, 177, 126
202201261230, 172, 134
202201261245, 177, 128
202201261300, 177, 127
202201261315, 165, 150
202201261330, 168, 152
202201261345, 177, 137
202201261400, 170, 150
202201261415, 191, 147
202201261430, 185, 145
202201261445, 172, 141
202201261500, 170, 125
202201261515, 181, 147
202201261530, 188, 130
202201261545, 183, 146
202201261600, 186, 145
202201261615, 192, 131
202201261630, 190, 136
202201261645, 171, 136
202201261700, 177, 154
202201261715, 184, 150
202201261730, 182, 134
202201261745, 183, 154
202201261800, 177, 130
202201261815, 189, 148
202201261830, 189, 144
202201261845, 189, 145
202201261900, 178, 140
202201261915, 176, 151
202201261930, 179, 140
202201261945, 177, 135
202201262000, 179, 131
202201262015, 177, 140
202201262030, 184, 148
202201262045, 171, 137
202201262100, 183, 134
202201262115, 183, 137
202201262130, 188, 136
202201262145, 193, 154
202201262200, 173, 135
202201262215, 171, 128
202201262230, 192, 152
202201262245, 183, 150
202201262300, 194, 130
202201262315, 187, 154
202201262330, 186, 137
202201262345, 171, 131
202201270000, 191, 140
202201270015, 181, 139
202201270030, 172, 144
202201270045, 179, 136
202201270100, 174, 140
202201270115, 174, 138
202201270130, 168, 148
202201270145, 168, 132
202201270200, 188, 134
202201270215, 168, 140
202201270230, 173, 145
202201270245, 177, 143
202201270300, 172, 128
202201270315, 192, 151
202201270330, 174, 134
202201270345, 191, 144
202201270400, 182, 142
202201270415, 177, 129
202201270430, 183, 147
202201270445, 172, 146
202201270500, 166, 138
202201270515, 177, 134
202201270530, 176, 130
202201270545, 186, 142
202201270600, 181, 152
202201270615, 167, 151
202201270630, 173, 137
202201270645, 189, 149
202201270700, 184, 127
202201270715, 167, 130
202201270730, 194, 126
202201270745, 168, 129
202201270800, 177, 140
